Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Convenient location,It was difficult to get an Uber. One of the guards helped me and ordered it on his phone however the Uber ended up charging me twice the amount that was initially reflected so it seems that the guard and driver were in cahoots. The hotel is a bit busy.,"The room was good quality as expected. it was clean and spacious. Although reviews said that the check in may take some time, i did not have to wait and had a quick check in. The hotel is close to the airport which is convenient. They also have a late check out which can be useful",8.0,March 2023,"March 22, 2023",Standard King Room with Free WiFi,1,Solo traveler,7.7,1,0,1,0,0,0,0,0,1,0
very good,,good clean ambience and location,9.0,March 2023,"March 21, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",2,Solo traveler,7.7,1,0,0,0,0,0,0,0,1,0
Good,"Ty reception staff, especially the men, were very angry and impatient","The swimming and cleaning staff had a very nice relationship. Really grateful 🙏
My kids had a blast and would go again",7.0,March 2023,"March 21, 2023",Premier Twin Room with Free wifi,2,Family,7.7,1,0,0,0,1,1,0,0,0,0
Very Good,"The staff needs more guidance to a hospitality industry, they very slow with their Sevice from the room service and at the bar.",Room .,8.0,March 2023,"March 20, 2023","Superior Twin Room  – Lounge access with Cocktail Hours, 15% discount on hotel service",2,Group,7.7,1,1,0,0,0,1,0,1,0,0
though checking inn was almost 12 midnight but room was good,,"location, food and ambiance",9.0,March 2023,"March 18, 2023",Premier King Room with Free wifi,1,Solo traveler,7.7,0,0,0,0,0,0,1,0,1,0
decent hotel,,convenient,7.0,March 2023,"March 13, 2023",Standard King Room with Free WiFi,4,Group,7.7,0,0,0,0,0,0,0,0,1,0
Wonderful,,clean and location,9.0,March 2023,"March 13, 2023",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,0,0,0,0,0,1,0
over all it was good,staff at reception was not welcoming,location,9.0,March 2023,"March 11, 2023",Premier King Room with Free wifi,1,Solo traveler,7.7,0,0,0,0,0,1,0,0,1,0
Very Good,,Specially service,8.0,March 2023,"March 9, 2023",Standard King Room with Free WiFi,1,Group,7.7,0,0,0,0,1,0,0,0,0,0
Wonderful,,"the staff were professional .
food was excellent.",9.0,March 2023,"March 8, 2023",Standard King Room with Free WiFi,1,Couple,7.7,0,0,0,0,1,0,1,0,0,0
it was ok,"room service wasn’t ideal, they didn’t provide all the facilities after each cleaning. the laundry went to the wrong room/person.",staff was very respectful.,7.0,March 2023,"March 8, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",4,Couple,7.7,0,1,0,1,1,1,0,1,0,0
great for a short stay if going to airport,"loud parties through out the night, difficult to sleep, recommend taking ear plugs.","great for a one night stay, close to airport. Nice hotel overall",7.0,December 2022,"March 6, 2023",Standard Twin Room with Free WiFi,1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
very good aerocity hotel,not applicable,close to airport and clean,8.0,February 2023,"February 28, 2023",Standard Twin Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,0,0,0,0
Good stay,The airport pickup is quite expensive.. They charge more than 20$ even though with Uber it would be only 4-5$,Very nice staff! Perfect location.,8.0,February 2023,"February 27, 2023",Standard Twin Room with Free WiFi,1,Solo traveler,7.7,0,0,0,0,1,0,0,0,1,0
If I’m staying in Delhi I would definitely stay here at Novotel.,,The location..friendliness and support of the staff. Exceptionally brilliant service.,9.0,February 2023,"February 27, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",1,Solo traveler,7.7,0,0,0,0,1,0,0,0,1,0
Nice Aerocity Hotel,Not many that I can think off. But my room key didnt work many a time. Had to come down to make it work again. I was alone so didnt care much but with kids would have been different. Also they didnt have a pub.,Staff is good friendly and helpful. Food is awesome,8.0,February 2023,"February 27, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",3,Solo traveler,7.7,0,1,0,0,1,0,1,0,0,0
So impressed to start but felt impersonal by the time I left,Slow service in restaurant and staff didn’t seem to know what was happening. Checkout slow and after I queued politely for quite a while reception staff opened another desk and ignored me to serve a pilot and another guest.,"Efficiency of checking in, location to the airport, excellent taxi service to and from the airport, nice rooms",8.0,February 2023,"February 22, 2023",Standard Twin Room with Free WiFi,1,Group,7.7,1,0,0,0,1,1,0,1,1,0
Good,,The location was good. Room sizes were accurate.,7.0,January 2023,"February 21, 2023",Standard Twin Room with Free WiFi,2,Group,7.7,1,0,0,0,0,0,0,0,1,0
comfortable and convenient,,"location was great, food was great!",9.0,February 2023,"February 13, 2023",Standard King Room with Free WiFi,2,Solo traveler,7.7,0,0,0,0,0,0,1,0,1,0
Good bit if 4 star kuxury,Aero city good location for airport but not brilliant for tourism. Metro close by but route slow into Delhi centre. Staff on check in desks slow and need to deal with guests in order….,"Room clean, lovely bathroom, comfy bed, great bed linens. Great bar and good food/snacks",9.0,February 2023,"February 9, 2023",Standard King Room with Free WiFi,1,Couple,7.7,1,0,1,0,0,1,1,0,0,1
Relaxing stay. Little oasis in Dehli.,they didn’t come clean our bedroom after our first night (we stayed two nights) and the room was not spotlessly clean,"very nice staff, building, facilities (e.g. pool), rooms. it was also great that there were a lot of good restaurants within the Aerocity hotel area. the rooms were quiet and the breakfast was good.",9.0,February 2023,"February 8, 2023",Standard King Room with Free WiFi,2,Couple,7.7,1,1,1,0,1,0,1,0,0,0
we had great time in last 7 days,at times loud with too many transit visitors,"proximity to airport, near and clean, supportive staff",9.0,February 2023,"February 6, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",7,Group,7.7,1,0,0,0,1,0,0,0,1,0
Very Good,checkin. buffet price. transport price to the airport..,great location (near the international airport). confortable hotel but pricy for what it is. buffet is costly. some other 5 stars hotel in Delhi offer better quality price ratio.,8.0,January 2023,"February 3, 2023",Standard King Room with Free WiFi,1,Couple,7.7,0,0,0,0,0,0,1,1,1,0
Wonderful,,Rooms are good sized and staff was really helpful with all requests. Buffet breakfast was awesome with a lavish spread.All in all was a pleasant stay.,9.0,February 2023,"February 2, 2023",Standard King Room with Free WiFi,1,Family,7.7,1,0,0,0,1,0,1,0,0,0
"Room is comfy, hotel in close to the airport and the breakfast is amazing",The check-in process was in a hurry and without info about breakfast time and the facilities.,Breakfast here is amazing! Highly recommended to have breakfast there,8.0,January 2023,"February 1, 2023",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,0,0,1,0,0,1,1,0,0
It was nice stay,,"We checked in afternoon  
Did not take bfast",8.0,January 2023,"February 1, 2023",Standard King Room with Free WiFi,1,Couple,7.7,0,0,0,0,0,0,0,0,0,0
Wonderful,quite busy and sometimes a bit noisy,"beautiful clean place, friendly staff 
love that they have a pool and football table at the lobby bar",9.0,January 2023,"January 31, 2023",Standard King Room with Free WiFi,5,Solo traveler,7.7,1,0,1,0,1,0,0,0,0,0
Novotel - we'll be back for more!,The bellhop and luggage counters are always busy and we had to wait on few occasions to get our needs sorted out. Also their taxi service was super expensive (expected!) - airport drop (only 5 Kms) was Rs. 1800 + taxes for Toyota Innova and it doesn't come with luggage carrier (some stupid rule in Delhi?) so if you have extra-bags that won't fit all in the back then you will have to get a second cab. We were 4 with 4 large suitcases and some smaller items so ended up negotiating with an outside vendor to make two trips (if needed) for Rs.1500 but the guys was able to fit us all without the need for luggage carrier in a single trip.,"Good location and good value - particularly if you are looking for 5 star properties near the Delhi airports (both International and Domestic). The main restaurant is buffet style and had sufficient variety to satisfy the adults and kids in the family. Some preparations were hit or miss at times but overall the quality and variety was better than that of the sister Pullman Hotel (more expensive) as we tried their buffet as well and were not impressed. The waiting staff is generally very courteous and helpful and they would listen to your feedback with care and urgency even if they are unable to fix anything. This was kind of a transit hotel for us and the good thing is that we were able to leave some of our heavy luggage with them in their cloak room as we traveled elsewhere on Domestic flights for few days. There was absolutely no extra charge for this facility and it worked out very well for our needs as we had to anyway come back to Delhi to catch the international flight and stayed again in this hotel for the night before the final journey back.
They have spa and heated pool that we saw but didn't have time to try out. The spa and pool is shared with Pullman.",8.0,December 2022,"January 30, 2023",Standard King Room with Free WiFi,1,Family,7.7,1,0,1,0,1,1,1,0,1,0
Very comfortable stay and well up to Novotel standards.,,Very convenient for airport and for metro into Delhi. Excellent check in and very comfortable room.  Brilliant breakfast choice,8.0,November 2022,"January 27, 2023",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,0,0,0,1,0,1,0
They were rude,Hospitality,Everything,9.0,January 2023,"January 23, 2023",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
great. but short.,nothing.,lounge facilities. attentiveness of staff.  everyone was really lovely.,8.0,January 2023,"January 22, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",1,Couple,7.7,0,0,1,0,1,0,0,0,0,0
Very good,Nothing.,"Got a room upgrade. Easy to get from the airport. Breakfast was very good, lots of options.",9.0,January 2023,"January 20, 2023",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,0,0,0,1,0,0,0
Very Good,,We only stayed here for a few hours since our plane landed late at night and had a plane leaving the next day. But it was a perfect airport hotel for staying in between flights. Very clean and polite people!,8.0,January 2023,"January 18, 2023",Standard King Room with Free WiFi,1,Group,7.7,1,0,0,0,0,0,0,0,0,0
excellent stay,rooms are slightly small,the location of course and the absolutely helpful staff,9.0,January 2023,"January 14, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",3,Solo traveler,7.7,0,1,0,0,1,0,0,0,1,0
I love the property very near to airport,Room size is bit smaller and rest everything is good,I love the location and hotels but the check in time could have been early not 3pm and breakfast should included not chargeable.,8.0,January 2023,"January 11, 2023",Standard Twin Room with Free WiFi,2,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Good,I was supposed to be picked up at the airport but when I exited the airport I didn't find anybody and had to take the Metro to reach the hotel. It was just one stop and not a problem (even considering the early time) but I guess the communication between staff in the hotel could be improved,"The hotel is close to the airport, easy to reach also with the Metro. The room was big, clean and the staff was very friendly. I have arrived at 5am and I managed to have an early check-in at 10am and even got breakfast the same day, since I would have used the following one. The food (breakfast and dinner) was really good",7.0,January 2023,"January 9, 2023",Standard King Room with Free WiFi,2,Solo traveler,7.7,1,0,0,0,1,1,1,0,0,0
It is worth staying at this place.,1. We came at night. It was too noisy. 2. There is not enough personnel to deal with clients. The music is too loud. 3. Far from the centre. 4.,It is the state of the art facility. The facilities were amazing. It is close to the airport. The rest was pretty much amazing.,7.0,January 2023,"January 8, 2023","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",3,Family,7.7,0,0,1,0,0,0,0,0,0,0
Very Good,,"position, staff",8.0,January 2023,"January 6, 2023",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,1,0,0,0,0,0
"Airport ""five star""?",Mechanical buzz in the room. 220 if I remember correctly. Lobby and restaurant were super noisy.,Location. Cleanliness. Gym.,7.0,January 2023,"January 5, 2023",Standard King Room with Free WiFi,1,Solo traveler,7.7,1,1,1,1,0,0,0,1,1,0
loved it. thanks!,,very friendly and helpful staff. clean and with an excellent breakfast.,9.0,January 2023,"January 5, 2023",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,0,1,0,1,0,0,0
Wonderful,We ordered food (eggs only!) in the room which took about 45 minutes to be delivered.,"We were very comfortable. The room had a nice view. Very good location with walking distance to the malls.

Staff were very helpful. We were travelling with a baby who threw up a few times at night and we received prompted support with cleaning. 

The shower was very good with hot water and other amenities.",9.0,December 2022,"January 2, 2023",Standard King Room with Free WiFi,3,Family,7.7,1,1,0,0,1,0,0,1,1,0
Good,Lighting in the washrooms needs to be increased near the mirror to get ready.,Stay was comfortable.  Facilities were adequate. Staff was also nice.  Overall a nice experience.,7.0,December 2022,"January 2, 2023",Standard King Room with Free WiFi,2,Family,7.7,0,1,1,0,1,0,0,0,0,0
Excellent,,,9.0,January 2023,"January 1, 2023",Standard Twin Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
great location and great stay but bit more expensive,"lack of proactiveness and bathrooms have issues of water leaks from shower. also staff lacked proactive approach ie if we are paying for extra person, basic amenities like toiletries or pillow etc should be organised","friendly staff, great breakfast buffet and location",8.0,December 2022,"January 1, 2023",Standard King Room with Free WiFi,4,Family,7.7,0,1,0,0,1,1,1,0,1,0
Good,"The room was smaller than I expected. The photo on the website showed much bigger space, but when I actually checked-in, I was surprised it was much smaller.","The location was good, met my needs. Breakfast was good and it took just 10  minutes to/from airport, which was great.",7.0,December 2022,"January 1, 2023",Standard King Room with Free WiFi,1,Group,7.7,0,1,0,1,0,0,1,0,1,0
Very Good,"Chaotic in the Lobby
Lobby chairs could be cleaner, nicer and inviting
Music everywhere does not need to be club music all the time, a little bit of serenity would help","Excellent and polite staff
Great buffet breakfast and other meals
Nice cafe area for working and reliable Internet
Comfortable bed and warm showers",8.0,December 2022,"December 28, 2022",Standard Twin Room with Free WiFi,5,Solo traveler,7.7,1,1,0,1,1,0,1,0,0,0
Good,"It was quite loud, late at night.","It was very convenient to the airport. The rooms were nice, clean, and bed was comfortable.",7.0,December 2022,"December 28, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,1,0,0,0,0,0,0,0,1,0
A reasonably good stay at a premium hotel.,"1. The lady who handled our check-in was a bit too ""mechanical"" and distant; a more pleasing & friendly / warm approach towards guests would be appreciated.  Remember - some guests may be arriving after a tiring flight and look forward to a pleasant welcome and stay.   2. Telephones are not answered in a couple of rings which should be the norm at any 5-star hotel.  We had to try calling a couple of times and wait for a bit for phones to be answered.",Easy connectivity since it is at a stone's throw away from the IGI airport.  Excellent breakfast spread.  Very quick checkout.,8.0,December 2022,"December 20, 2022",Standard Twin Room with Free WiFi,1,Family,7.7,0,0,0,0,0,1,1,0,0,0
Wonderful,Nothing,"Smooth check-in, good room, comfortable beds, excellent spread for breakfast. The staff was very pleasant to deal with.",9.0,November 2022,"December 20, 2022",Standard Twin Room with Free WiFi,1,Family,7.7,1,0,0,0,1,0,1,0,0,0
very good,front area,good,8.0,December 2022,"December 20, 2022",Standard King Room with Free WiFi,3,Family,7.7,0,0,0,0,0,0,0,0,0,0
Good stay even if overpriced.,"Smell in the room. An odd smell the whole time. No newspaper. 
Staff look expectantly as if expected to be tipped for everything they did.","Close to airport. If travelling from the airport to the hotel, the cheapest option is to travel by prepaid taxi booked with the Delhi Police, just outside the airport. It cost only Rs 400/- compared with the Hotel’s quote of 1400/-!",8.0,December 2022,"December 19, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,1,0,1,0,1,0,0,0,0
Close to airport and very comfortable room,"The hotel entrance was confusing to find, as I walked on foot from metro station (not far!).","The room was great, super comfortable, decent view, high pressure shower, international power plug outlets. The hotel itself had everything I needed and the Honk restaurant on lower ground was really very good though expensive. I also liked the lower lawn atrium area.",9.0,December 2022,"December 19, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,1,0,0,0,0,0,1,0,1,0
Good stay,Need to wait long time for getting breakfast seat. Room key required to use elevator which is quite cumbersome if staying with family.,Rooms are clean and nicely kept. Buffet breakfast and dinner is nicely spread and tasty. room service is prompt. Good ambience overall.,8.0,December 2022,"December 18, 2022",Standard King Room with Free WiFi,2,Family,7.7,1,1,0,1,1,0,1,1,0,0
Very Good,,Very clean and comfortable,8.0,December 2022,"December 17, 2022",Standard King Room with Free WiFi,1,Group,7.7,1,0,0,0,0,0,0,0,0,0
Overall I loved the hospitality at the hotel would return to stay,"The towels in the rooms were very dirty 
The mattress was hard to sleep on 
Room size ok for couple","The food collection was great 
Aero city location of hotel was great to come we distance from airport 
Would recommend for night’s stay",9.0,December 2022,"December 17, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,1,0,1,0,0,1,0,1,0
"In general everything was good, I recommend and definitely would come back.","I think they could improve on the bar drinks, they were terrible, and the dinner also has room for improvement.","The location was very convenient, close to the airport, and everything was clean and tidy. 
The breakfast was delicious, their staff were very friendly and nice, specially doorman, and we had a very quiet night of sleep.",8.0,December 2022,"December 12, 2022","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",3,Couple,7.7,1,1,0,0,1,0,1,1,1,0
Excellent,The hotel has long corridors and the lifts are not central. So if your room happens to be at right it’s a long walk to your room. So if you have mobility issues make sure room located near the lift,"Excellent location for IGi international airport  - room was clean and comfortable 
Staff were all helpful and courteous. Buffet breakfast was excellent 
A big thank you to the bell man  (who is deaf) who assisted us with our taxi to the airport ⭐️",8.0,December 2022,"December 7, 2022",Standard King Room with Free WiFi,1,Couple,7.7,1,1,0,0,1,0,1,0,1,0
Very good hotel to finish any trip to India,Expensive,"Real buisness hotel with all the facilities. Location is great near the airport, very good dining.",9.0,December 2022,"December 5, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,0,1,0,0,0,0,0,1,0
Wonderful,Delay at recpetion,"Neatness, prompt housekeeping",9.0,November 2022,"December 3, 2022",Standard Twin Room with Free WiFi,4,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
Nice place,,Very nice hotel close to the airport.,7.0,November 2022,"December 1, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
A fine hotel that needs a little refreshing,Old television and difficult to operate media,I like the premium feel,8.0,November 2022,"November 28, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
Wonderful,Approach of the staff & manager at check in counter was unwelcoming. Check in experience was very bad.,Proximity to the airport. Overall safety & security of the hotel and surroundings.,9.0,November 2022,"November 27, 2022",Standard King Room with Free WiFi,2,Family,7.7,0,0,0,0,0,1,0,0,1,0
Good,No live vegetebles no smoked salomon  not wesrern food,Not good enough,7.0,November 2022,"November 27, 2022",Standard King Room with Free WiFi,1,Group,7.7,0,0,0,0,0,0,0,1,0,0
Very Good,,"It was a nice stay. Everything was good, organised & professional service.",8.0,November 2022,"November 27, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,1,0,0,0,0,0
"overall, very good stay",room was bit small,breakfast variety was very good,8.0,November 2022,"November 26, 2022",Standard Twin Room with Free WiFi,1,Couple,7.7,0,1,0,0,0,0,1,0,0,0
Novotel 2021 October,I felt the hotel taxi to the airport should have been complimentary or at a discounted rate.,"The staff was helpful and polite, plenty of facilities like gym and pool, things I love. Very convenient location",9.0,October 2022,"November 17, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,1,0,1,0,0,0,1,0
Wonderful,,Location was very convenient and property clean,9.0,November 2022,"November 16, 2022",Standard King Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,0,0,1,0
A great option to stay in the Aerocity area!,Sumptuous breakfast. The entrées could be a bit more tastier. Great coffee.,Decent place to stay. We stayed here for a night after a transatlantic flight. It was very comfortable.,8.0,October 2022,"November 3, 2022",Standard Twin Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,1,0,0
Very Good,The personnel at reception need to be more efficient and faster in their responses and problem-solving. Just being smartly dressed and having good verbal communication isn't enough! You need to look for staff who genuinely cares about your staff and want to solve their problems.,,8.0,November 2022,"November 3, 2022",Standard King Room with Free WiFi,3,Solo traveler,7.7,0,0,0,0,0,1,0,0,0,0
Very Good,Long walk fro. Elevator to room. This was advised to us.,"Check in was better than last time 
Room was on Level 6
Chinese restaurant in-house was great",8.0,October 2022,"November 2, 2022",Standard King Room with Free WiFi,1,Family,7.7,1,1,0,1,0,0,1,0,0,0
Very Good,,What is balance refund process.have you initiated,8.0,November 2022,"November 1, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
as above,nothing,"good location, easy check in and cleanliness",7.0,October 2022,"October 27, 2022",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,0,0,0,0,0,1,0
Wonderful,,Very nice I would like to come back in February 2023,9.0,October 2022,"October 26, 2022",Standard Twin Room with Free WiFi,6,Family,7.7,0,0,0,0,0,0,0,0,0,0
Wonderful,"No locks in the washroom, not good for sharing a room  with friends .","Nice common facilities like Swimming pool, Gym, Pool table.",9.0,October 2022,"October 20, 2022",Standard King Room with Free WiFi,1,Group,7.7,0,1,1,0,0,0,0,0,0,0
it was ok and can be good,breakfast and incomplete information shared by staff,location,8.0,October 2022,"October 20, 2022",Standard King Room with Free WiFi,4,Family,7.7,0,0,0,0,0,1,0,1,1,0
better stay best service wonderful experience,noise from next room,best location,9.0,August 2022,"October 19, 2022","Superior Suite – 2 way airport transfers, Lounge access, 15% discount on hotel service",3,Family,7.7,0,1,0,1,0,0,0,0,1,0
Modern Airport hotel with western standards,The check-in process is quite slow which blocks the hotel reception sometimes completely.,We slept one night in the hotel. The hotel follows western standards and is very clean.  The highlight is the excellent buffet for dinner.,9.0,October 2022,"October 16, 2022",Standard Twin Room with Free WiFi,1,Group,7.7,1,0,0,0,0,0,1,0,0,0
Very Good,,Early check in were provided,8.0,October 2022,"October 15, 2022","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",1,Family,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,My personal bag check and food,Stay and room was good,8.0,October 2022,"October 15, 2022",Standard King Room with Free WiFi,5,Family,7.7,1,0,0,0,0,0,0,1,0,0
Overall good but annoyed with my billing,I’m annoyed with the charges . I don’t think my invoice was correctly charged . I stayed an extra day and I asked for the same rate I was paying. They said ok and asked if I booked on line I said yes do I keep it. They said yes then when checkout the rate was much higher . I specifically asked fir the same rate . Was told yes and then increased substantially??? Will receive invoices on my return home in a few weeks,,7.0,October 2022,"October 11, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
Decent stay,"It was alright stay, nothing to boast in particular",lovely location,9.0,July 2022,"October 10, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,1,0
Overall it was a great experience.,"One of the lights on the side of the bed didn't seem to be working, but it was not a problem. The room thermostat was kinda hard to get used to because it seemed to keep turning down the temperature even though I set a target temperature for it to heat the room to, but with it turned off everything was fine.","The location was good, the food was good, and staff were great as you'd expect.",9.0,October 2022,"October 9, 2022",Standard King Room with Free WiFi,1,Couple,7.7,0,1,0,0,1,0,1,0,1,0
It was pleasant,"Some of the rooms (pool facing ones) are quite far from the floor elevators, requiring a person to walk a bit each time you want to go down or back to your room","The place is nice, helpful staff, chef prepares good jain food on request...",8.0,September 2022,"October 9, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,1,0,1,1,0,1,0,0,0
Very Good,,Breakfast was really good. Chai was amazing. Rooms could use bigger beds,8.0,September 2022,"October 5, 2022",Standard Twin Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,1,0,0,0
Very Good,"I checked in at 6.30 am on 3.10.22 and at 10.30 am same day, receiption chap asking me , when you would check out. This is not proper way to ask.",Location,8.0,October 2022,"October 4, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,1,0
Wonderful,,Kudos,9.0,October 2022,"October 2, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
Value for money,Check-in took an astonishing 40 minutes!,Location is very good. Staff is courteous.,7.0,September 2022,"September 30, 2022",Standard King Room with Free WiFi,2,Solo traveler,7.7,0,0,0,0,1,0,0,0,1,0
Great Hotel,All was excellent,All was excellent..had a great stay,9.0,September 2022,"September 28, 2022",Standard Twin Room with Free WiFi,3,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,It was not something to be disliked,All good,8.0,July 2022,"September 27, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,My credit card did not work at the front desk for some reason. This is a card that I used earlier that evening at the airport and the next morning at breakfast in the same hotel. Luckily we had a second card.,Clean and quiet with a very good breakfast.,8.0,September 2022,"September 26, 2022",Standard Twin Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,1,1,0,0
Comfortable conference venue,Despite no one dancing the DJ in the sports bar would not turn down the music to a level where one could have a conversation without shouting.,The staff were really helpful and kind. Was there for a conference and everything just worked. Food was really very good. Comfortable bed. I really like that they have rooms where smoking is allowed.,9.0,September 2022,"September 25, 2022",Standard Twin Room with Free WiFi,6,Solo traveler,7.7,1,0,0,0,1,0,1,0,0,0
Overall good,2 queen size bed would have been better for the family of 4.,Facilities and,8.0,September 2022,"September 24, 2022",Standard Twin Room with Free WiFi,4,Family,7.7,0,1,1,0,0,0,0,0,0,0
Good,The airport taxi service is very expensive. The rooms were small for the price. Do not have good direction for amenities.,Breakfast is very good. The location is good at it's in the aerocity area. Staff were welcoming as well.,7.0,August 2022,"September 19, 2022",Standard Twin Room with Free WiFi,1,Solo traveler,7.7,0,1,0,0,1,1,1,0,1,0
"Great staff, property and experience",too far the room was given would have preferred near the lift,excellent location,9.0,September 2022,"September 18, 2022",Standard King Room with Free WiFi,2,Group,7.7,0,1,0,0,0,0,0,0,1,0
It was a good experience for my parents,"Once my parents called for service in the call , they didn't come. May be they were busy, otherwise no issues","Breakfast was very good with too many options. Unfortunately, my parents had a flight to catch , so couldn't enjoy to the fullest",7.0,September 2022,"September 18, 2022",Standard King Room with Free WiFi,1,Family,7.7,0,0,0,0,0,1,1,0,0,0
Great stay,"The lobby has the music super loud and it makes it look like a disco... in my opinion it lowers the status of the hotel. Prices of the cabs to the airport are absurd, just book an Uber.","The room was great, quiet and clean. The dinner we ordered to our room was very tasty. We stayed there because the next day we needed to go to the airport and it is very close, you are there in less than 10 minutes.",9.0,September 2022,"September 15, 2022",Standard King Room with Free WiFi,1,Couple,7.7,1,0,0,1,0,0,1,0,0,0
Very Good,Washrooms,Location,8.0,September 2022,"September 15, 2022",Standard King Room with Free WiFi,2,Family,7.7,0,1,0,0,0,0,0,0,1,0
Wonderful,nil,Good,9.0,July 2022,"September 14, 2022","Superior King Room-- Lounge access with Cocktail Hours,15% discount on hotel service",1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
was ok for my work,rooms need upgrade - lot of wear and tear,"usual amenities are ok, food is good. bar guys top too. new staff Ananya very supportive.",7.0,September 2022,"September 14, 2022",Standard King Room with Free WiFi,4,Solo traveler,7.7,0,1,1,0,1,0,1,0,0,0
good experience,kids area was not there I guess,clean spacious good vibes,7.0,August 2022,"September 11, 2022",Standard King Room with Free WiFi,1,Family,7.7,1,0,1,0,0,0,0,0,0,0
Wonderful,,It’s location and view all around is great.,9.0,September 2022,"September 10, 2022",Standard King Room with Free WiFi,1,Couple,7.7,0,0,0,0,0,0,0,0,1,0
Good,Staff is not much responsive or may be overworked.,Ambience is nice.,7.0,September 2022,"September 7, 2022",Standard Twin Room with Free WiFi,2,Family,7.7,0,0,0,0,0,1,0,0,0,0
Nice experience,,"Cleanliness
Comfort
Hospitality 
Pool",8.0,September 2022,"September 7, 2022",Standard King Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,0,0,0,0
Nice stay,Everything,Nice spread of all cuisine,7.0,September 2022,"September 7, 2022",Standard Twin Room with Free WiFi,1,Group,7.7,0,0,0,0,0,0,0,0,0,0
Excellent stay,,Room,8.0,September 2022,"September 5, 2022",Standard King Room with Free WiFi,1,Family,7.7,1,0,0,0,0,0,0,0,0,0
Would highly recommend to family and friends,There was nothing to dislike.,Excellent buffet. Lot of variety and food was tasty.,9.0,September 2022,"September 4, 2022",Standard King Room with Free WiFi,2,Family,7.7,0,0,0,0,0,0,1,0,0,0
Will certainly look forward to visit again,"Provide ironing board also in room, though iron was there",Lavish spread of breakfast & proximity to airport & metro station is certainly the icing on cake,9.0,September 2022,"September 4, 2022",Standard King Room with Free WiFi,1,Solo traveler,7.7,0,1,0,0,0,0,1,0,1,0
