Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
"Awesome hotel, everything we needed",No air conditioning so was quite hot even with windows open.  Perhaps better lighting or magnified beauty mirror on bathroom wall would have been desirable.,"spacious room, friendly staff, great location and comfortable bed",9.0,May 2024,"May 24, 2024",Standard Double Room,1,Couple,7.7,1,1,1,0,1,0,0,0,1,0
"Great location, very close to train station and metro. Fantastic breakfast.","Room was very basic
Staff cupboard opposite our room which was accessed early morning, between 6-7am by noisy chatty staff who seemed unaware that their chatter was right outside our door",Breakfast was amazing - so much choice and loads of it!,7.0,May 2024,"May 22, 2024",Standard Twin Room,3,Family,7.7,0,1,0,0,0,1,1,0,0,0
Good,,"The room has apparently been refurbished within the last year or so, I would say. There also seems to be a gym in the hotel no (at least signs suggested so).",7.0,May 2024,"May 22, 2024",Small Double Room,2,Solo traveler,7.7,1,0,1,0,0,0,0,0,0,0
Nice staying,"They clean the room only every 4 days. If this is their policy, I would suggest to provide more toilet papers and bigger bins in the room.
My room was also pretty small, but this might depend on what room you actually booked...","The hotel and the rooms are pretty new. The best things are the breakfast, which is very good quality and variety, the gym, absolutely amazing and with everything for weight lifting and cardio, and the location.",8.0,May 2024,"May 15, 2024",Small Double Room,3,Solo traveler,7.7,1,1,1,0,0,0,1,0,1,0
Wonderful,,"location, breakfast an staff was good",9.0,May 2024,"May 14, 2024",Family Room,3,Family,7.7,0,0,0,0,1,0,1,0,1,0
Good,"My room faced a main street , loud!","Location,  very near Copenhagen Central Station 
Big , varied choice at breakfast",7.0,May 2024,"May 13, 2024",Standard Double Room,2,Group,7.7,0,1,0,0,0,0,1,0,1,0
"Convenient, comfortable accommodation",The bathroom was small and they only provided shampoo and body wash- no tissues and conditioner.,Convenient location near public transportation and walkable to sights and restaurants.  The breakfast was outstanding- lots of variety and healthy choices.,9.0,May 2024,"May 10, 2024",Standard Double Room,2,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Wonderful,Bed was a little bit too soft for our liking.,Superb location and very helpful and nice staff.,9.0,May 2024,"May 7, 2024",Standard Double Room,4,Couple,7.7,0,1,0,0,1,0,0,0,1,0
Very Good,Policy to clean the room only after 4th day..,"Excellent location,  facilities , super friendly staff, and delicious breakfast.",8.0,May 2024,"May 6, 2024",Standard Twin Room,4,Family,7.7,0,1,1,0,1,0,1,0,1,0
"Clean, comfortable accommodation for a couple nights stay. Delicious breakfast with many options.  Great location to sit",Room was a bit small.,Convenient location. Comfortable bedding.  Friendly staff.  Outstanding breakfast!,8.0,April 2024,"May 1, 2024",Standard Double Room,3,Couple,7.7,1,1,0,0,1,0,1,0,1,0
Good,You have to walk several blocks to get into the nice part of the centre,,7.0,April 2024,"April 30, 2024",Small Double Room,2,Couple,7.7,0,0,0,0,0,0,0,0,0,0
Good,"That guests have to wait at the bar for a drink until someone was free from the registration desk to serve you. Sometime there were queues of people at the reg desk, so if you wanted to order at the bar, you had to wait a while.",,7.0,March 2024,"April 16, 2024",Standard Double Room,2,Group,7.7,0,0,0,0,0,0,0,1,0,0
Great Easter break,No restaurants and expensive,Location to city centre and train stations,8.0,April 2024,"April 16, 2024",Standard Triple Room,2,Family,7.7,0,0,0,0,0,0,0,1,1,0
A great place to stay especially if you are travelling by train,,"Great location close to central station and easy walk to city centre
Fabulous breakfast with lots of variety",9.0,April 2024,"April 13, 2024",Standard Double Room,1,Couple,7.7,0,0,0,0,0,0,1,0,1,0
Wonderful,The bathroom could have been a bit larger. The beds could have been more comfortable.,"Room was nice and spacious, but the bathroom could be larger. Location of the hotel is very central.",9.0,April 2024,"April 13, 2024",Standard Twin Room,1,Group,7.7,1,1,1,0,0,0,0,0,1,0
Would highly recommend for short city break,Pillows could've been better and breakfast didn't have a great variety in comparison to other hotels I've stayed at.,"Great Location being a few minutes walk away to central train station and other major attractions, such as Tivoli gardens. Great value for money and the room was perfect for a few nights stay.",7.0,April 2024,"April 12, 2024",Standard Twin Room,3,Group,7.7,1,0,0,0,0,0,0,1,1,0
Comfortable and good location.,"We booked a family room and knew we would be given a sofa bed for our son. On the pictures I was given the impression the room was a lot bigger but it felt a bit crowded.
Shower cubicle could be more spacious.
We went downstairs and ask a member of staff to ring a restaurant for us and they said it's not something they do which was odd and unhelpful.","Beds were comfortable and room was dark and quiet 
Breakfast was excellent, lost of options, including fresh fruit.
Staff at check in was helpful and friendly",7.0,April 2024,"April 11, 2024",Standard Triple Room,4,Family,7.7,1,1,0,1,1,1,1,1,0,0
Good,,Had no breakfast,7.0,April 2024,"April 10, 2024",Small Double Room,2,Family,7.7,0,0,0,0,0,0,1,0,0,0
"Great stay, would return",No desk,"Great breakfast 
Good value",8.0,April 2024,"April 8, 2024",Small Double Room,1,Solo traveler,7.7,0,0,0,0,0,0,1,0,0,0
Very Good,"The double bed... when one of us moved, the other rebounded up to the ceiling.",Very good breakfast.,8.0,April 2024,"April 7, 2024",Small Double Room,4,Family,7.7,0,1,0,0,0,0,1,0,0,0
It was great,"Couldn’t turn of heating
No kettle",Modern comfortable sufficient,8.0,April 2024,"April 6, 2024",Small Double Room,1,Couple,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,,Hotel location is very nice. Family rooms were cozy and enough spacious. Hotel breakfast was very good.,8.0,March 2024,"April 1, 2024",Standard Triple Room,2,Family,7.7,1,0,1,0,0,0,1,0,1,0
Very Good,No kettle in room,"It's near to station,  nearly to restaurants",8.0,March 2024,"March 26, 2024",Standard Triple Room,1,Family,7.7,0,1,0,0,0,0,1,0,0,0
Good for price and great location.,"Breakfast is good but could easily get better. Coffee was awful😂 but just a small thing, there are cafes all around you. As a person that cannot sleep on one small pillow due to health issues(this is all you get in the room), i asked for one more few times but there was apparently no pillows available in the whole hotel for 3 days. Found that weird…","Great location, nice looking hotel. Great gym and general open plan facilities",7.0,March 2024,"March 25, 2024",Standard Twin Room,2,Group,7.7,0,1,1,0,0,0,0,1,1,0
Hotel deserves a better score than 7.7 and should be at least 8+.,"Unfortunately it was not possible to open the window which meant that no fresh air could come in at all during my stay of 4 days. 
Sound insulation was not good, but this is the case in most hotels.
There are no shelves to store clothes, just a few hangers.","Size of the room was pretty okay, tv was working well, it was warm enough. Room was clean. (Please note that there is no cleaning for 4 days in a row, just on the 4th day of the stay. This was no issue for me though.) WIFI was very stable and fast. Very central location, easy to reach everything on feet or by bike. The bed is rather soft but I still had a very good night's sleep every day, even though I prefer hard beds.",9.0,March 2024,"March 22, 2024",Small Double Room,4,Solo traveler,7.7,1,0,1,0,0,0,0,0,1,0
Pleasant and clean,"The laundry room is very handy, however having to pay an additional fee for both the washer and the dryer separately seemed excessive.","The property was very well organised and clean, rooms were very tidy and fresh, with a very comfortable mattress and clean linen. I had a technical issue with my first room but was promptly switched without any troubles from staff. The breakfast was very nice and had lots of options and dinning area is nice as well.",8.0,March 2024,"March 21, 2024",Standard Double Room,3,Solo traveler,7.7,1,1,0,0,1,0,1,0,0,0
Great mornings with tough nights,My room (162) had AC that did not work and the window was facing to the internal atrium area so no fresh air and music from the atrium was quite loud.,"Overall the facilities, rooms, gym, breakfast were all good. if not great.",8.0,March 2024,"March 19, 2024",Standard Double Room,5,Solo traveler,7.7,1,1,1,0,0,0,1,0,0,0
Good,Regular/daily clean up  by standart  would be preferred,It was nice to have  good space  and relax mood in  common areas,7.0,December 2023,"March 11, 2024",Standard Double Room,2,Family,7.7,0,1,1,0,0,0,0,0,0,0
Very Good,"Catle in the room wood be nice. Kettle, extra blanket and mini fridge in the room would be nice.","Location, comfortable beds.",8.0,March 2024,"March 10, 2024",Standard Twin Room,2,Group,7.7,1,1,0,0,0,0,0,0,1,0
Positive aspects,,"It is located close to the central station. The bed is comfortable. The breakfast is bountiful, delicious and fresh. The WiFi connection is stable. The ambience is clean and tranquil.",9.0,March 2024,"March 10, 2024",Small Double Room,3,Solo traveler,7.7,1,0,1,0,0,0,1,0,1,0
Good,View,"They need to put iron and iron table, pen and writing pad, change linen and towels and phone",7.0,March 2024,"March 8, 2024",Small Double Room,2,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,1
Wonderful,,Excellent breakfast   very welcomoing,9.0,February 2024,"March 7, 2024",Small Double Room,1,Solo traveler,7.7,0,0,0,0,0,0,1,0,0,0
Excellent location and breakfast,No disposable slippers,Very much,9.0,March 2024,"March 3, 2024",Small Double Room,1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
Good,"The bed was not comfortable, we wake up everyday with back pain .",Breakfast was good.,7.0,March 2024,"March 3, 2024",Standard Double Room,3,Couple,7.7,0,1,0,0,0,0,1,0,0,0
comfortable and central,"bathroom a bit dated, also found a single creep (roach?) of some kind.","very central location, good breakfast and nice ""pubarea"". well equipped - and rather large - rooms, good bed.",8.0,February 2024,"March 1, 2024",Small Double Room,1,Solo traveler,7.7,1,1,1,0,0,0,1,0,1,0
Very Good,"Room was not comfortable at all. It was not small, but there wasn't anything we could put our things on except two tiny surfaces on the side of the bed. There could be a small desk or even a shelf and a chair which could make our stay in the room easier. An extra towel to step on when getting out of the shower would also be a good addition.","Location was ideal. Less than 10 min walk from train/metro central station, and with many choices around (supermarket. restaurants, etc). Breakfast was also great with many choices. Heating in the room was nice, we didn't feel cold at any time, and wi-fi was unexpectedly good for such a large hotel.",8.0,February 2024,"February 27, 2024",Standard Triple Room,4,Family,7.7,1,1,0,1,0,0,1,0,1,0
City center and price/performance hotel,"Room is too claustrophobic,","location is in the city center, it is good for price/performance balance",7.0,November 2023,"February 25, 2024",Small Double Room,2,Solo traveler,7.7,0,1,0,0,0,0,0,0,1,0
Happy stay!,Our booking was for a double bad. The room had twin beds. Because the beds were light they easily split apart and we fell in between.,Location was great. The open-buffet breakfast was fantastic with large and fresh selection.,8.0,February 2024,"February 17, 2024",Standard Triple Room,3,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Wonderful,,Good place to visit Copenhagen. Nice breakfast and common spaces. All good.,9.0,January 2024,"February 17, 2024",Small Double Room,2,Solo traveler,7.7,0,0,1,0,0,0,1,0,0,0
A very enjoyable stay,Nothing,Location,9.0,January 2024,"February 13, 2024",Standard Twin Room,2,Couple,7.7,0,0,0,0,0,0,0,0,1,0
Very good located,The bathroom had some imperfections and the bedroom didn’t look very clean,"Incredible located, common areas super good",7.0,December 2023,"February 10, 2024",Standard Double Room,2,Couple,7.7,0,1,0,0,0,0,0,0,0,0
Good,The shower didn’t soak away very quickly,Great location and value for money.,7.0,February 2024,"February 9, 2024",Standard Double Room,3,Solo traveler,7.7,0,1,0,0,0,0,0,0,1,0
"Good location, fine parking","I had booked a small room, don't do that. There is no chair - and no place you can work. At least not in 414. I think there is in some other small rooms. But you can go to the lobby, where there is a possibility to work. Some electric outlets would be nice, though, but you can unplug a lamp. I object to the hotel's ""English only"" policy. No signs in Danish. We need a law preventing this. There are no TV programmes for non-Scandinavians, though. I find this very strange for a hotel that wants to be so international.....","The location is unbeatable and the parking, too. Parking is expensive, though, but you get a discount from the hotel. Parking in Copenhagen IS expensive. The breakfast is okay and the bed fine. Staff is generally very nice.",8.0,February 2024,"February 8, 2024",Small Double Room,2,Solo traveler,7.7,1,1,1,1,1,0,1,0,1,0
Very Good,the hotel has a rule that is a bit weird. they clean the room and change the towels on the 4th day of your stay …. so this isn’t a common thing.,the location is good the hotel is about 350 m from the main train station. Breakfast is also very good with variety of products. Room has average space and it’s well equipped.  Staff is kind and helpful.,8.0,January 2024,"January 28, 2024",Standard Double Room,5,Couple,7.7,1,1,1,1,1,0,1,0,1,0
Good,My key card wouldn't work to get in my room on the day of checkout.,The location and the room size.,7.0,January 2024,"January 28, 2024",Small Double Room,2,Solo traveler,7.7,1,1,0,0,0,0,0,0,1,0
Confortable and in good location,The policy is to clean the room every 4 days. It was to long to clean lets say the toilet bin (very small even for a couple) and we had to tell them to come and clean it up,Very confortable very good location ( 5 minute walk to train and metro station),8.0,January 2024,"January 25, 2024",Standard Double Room,3,Couple,7.7,0,1,0,0,0,0,0,0,1,0
Overall we had great stay and enjoyed city very much.,"The only con was that Stuff room was just opposites of our room, what was a bit annoying - because as of app. 8 AM we constantly heard a bit noise from the corridors as cleaning stuff was taking their equipment.","Hotel was very nice, great location and great Breakfasts options. 
We reserved smaller room, what was absolutely OK for 3 nights stay, even thought shower was a bit small. 
We had our room on the quite side of the street, what was perfect.",8.0,January 2024,"January 24, 2024",Small Double Room,3,Couple,7.7,1,1,0,1,0,0,1,0,1,0
Wonderful,Cold in the rooms.,Great location.,9.0,January 2024,"January 22, 2024",Small Double Room,3,Solo traveler,7.7,0,1,0,0,0,0,0,0,1,0
Perfect for a business trip.,,"Good location close to the train station and Tivoli Gardens
Buffet style breakfast was OK",8.0,November 2023,"January 19, 2024",Standard Double Room,1,Group,7.7,0,0,0,0,0,0,1,0,1,0
It's good for few nghts.,Cleaning standard below expectations.,Very good location!!! Breakfast was amazing. Very helpful personnel.,8.0,January 2024,"January 16, 2024",Small Double Room,2,Group,7.7,0,1,0,0,1,0,1,0,1,0
We had a great time,Very limited storage in compact room. No where to unpack anything,Modern clean hotel with a great breakfast,8.0,January 2024,"January 16, 2024",Small Double Room,4,Couple,7.7,1,1,0,0,0,0,1,0,0,0
Great base for exploring Copenhagen,"Some of the food and drink was quite expensive, but that’s just Copenhagen as a whole I think!","Great location, excellent gym, clean tidy rooms and friendly staff",9.0,January 2024,"January 15, 2024",Standard Twin Room,3,Group,7.7,1,0,1,0,1,0,0,1,1,0
Good value for the money,,"Fantastisk beliggenhed, meget venligt personale.",8.0,January 2024,"January 15, 2024",Standard Double Room,1,Couple,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,,"The hotel offers everything you need for a short stay in Copenhagen. It is centrally located, and there are several restaurants in the immediate vicinity.",8.0,January 2024,"January 12, 2024",Standard Double Room,2,Solo traveler,7.7,0,0,0,0,0,0,1,0,1,0
Very Good,,Staff very welcoming and the location is unbeatable with nearby Lidl shopping and main train station,8.0,December 2023,"January 10, 2024",Small Double Room,1,Group,7.7,0,0,0,0,1,0,0,0,1,0
Economical,The windows do not open hence i ft suffocated. Was sharing the room with my colleague and i had to rush out in the middle of the night to get some fresh air. Need to do something for ventilation.,"The location is very nice, also has the nice gym with convenient breakfast.",8.0,January 2024,"January 10, 2024",Standard Twin Room,2,Group,7.7,0,1,1,0,0,0,1,0,1,0
Good,"Breakfast time is chaos as many people are there. 
A lot of self request of towels as they only clean every 4 days.","Location! Location!
Good  variety of breakfast.",7.0,January 2024,"January 8, 2024",Superior Double Room,2,Couple,7.7,0,1,0,1,0,0,1,1,1,0
Very Good,Nothing.,Breakfast was excellent. Good location.,8.0,November 2023,"January 6, 2024",Standard Double Room,2,Solo traveler,7.7,0,0,0,0,0,0,1,0,1,0
Very enjoyable,No tea or coffee facilities in room or a fridge,Location good,9.0,December 2023,"January 6, 2024",Standard Double Room,2,Couple,7.7,0,1,0,1,0,0,0,0,1,0
"Overall decent, but with room for improvement","The provided toiletries in the room were somewhat lacking (basically just soap/shower gel), and reception only had paid toothbrush/paste kits, not even proper shampoo/conditioner.","Excellent location within walking distance from central train station and historic city center. Decent breakfast, if a bit crowded. There's the usual expected goodies like free wifi, hotel bar, and the staff was very helpful.",7.0,December 2023,"January 4, 2024",Standard Double Room,3,Group,7.7,0,1,1,0,1,0,1,0,1,0
i would recommend it,,breakfast was excellent,8.0,December 2023,"January 3, 2024",Small Double Room,2,Couple,7.7,0,0,0,0,0,0,1,0,0,0
"Room was spacious and clean, good breakfast, close to train station.",No hooks for hanging coats or jackets,"Room was spacious and clean, breakfast choice was good. Short walk from train station, close to Tivoli gardens.",8.0,October 2023,"January 3, 2024",Standard Double Room,3,Couple,7.7,1,0,1,0,0,0,1,0,0,0
Good hotel!,"No refrigerator in the room.
No amenities.
Self checking failed.","Location, good rooms.
Free coffee for members.
Lidl in the building.",7.0,December 2023,"January 2, 2024",Standard Double Room,3,Group,7.7,1,1,1,0,0,0,0,0,1,0
Very Good,parking fee too expensive,"central, clean and very good breakfast",8.0,January 2024,"January 1, 2024",Standard Double Room,1,Group,7.7,1,0,0,1,0,0,1,0,1,0
Valuable for price. Good position. Good breakfast,"The room was not street front, It was inside. Little light. For stays under 5 nights room was not cleaned!never. They Just give you the possibility to get clean towels","I really liked breakfast, fresh we'll cooked. Position Is excellent in particular if you mean to travel by train or tube because Is very closed to the central station.",7.0,December 2023,"January 1, 2024",Standard Double Room,4,Couple,7.7,0,1,0,1,0,0,1,0,1,0
"Brilliant for a short stay, close to the station and to many POI. Breakfast was good.","Though 4 days between cleaning the rooms a bit too long.
Mostly because of the trash and towels. But you can always ask for new towels.","Breakfast was good.
Location was great.
Hotel and cleanliness as expected in an old building with many rooms.",8.0,December 2023,"December 29, 2023",Small Double Room,2,Couple,7.7,1,1,1,1,0,0,1,0,1,0
Very Good,I can’t say in general but bathroom in my room could use a little freshing up,"Great location in a central location.
Excellent breakfast and really nice common area with multiple activities to enjoy as a group (table tennis, shuffle board and table football).
Bar was also a nice addition especially if you are going with friends and want to chill in the evening.",8.0,December 2023,"December 28, 2023",Small Double Room,2,Couple,7.7,0,1,1,0,0,0,1,0,1,0
Christmas break in Copenhagen!,Everything was perfect!,"Very close to Copenhagen Central station, Tivoli, Planetarium,Ny Carlsberg Glyptotek,and walking distance from other sightseeing places, very warm, excellent breakfast,nice decoration, very good staff, ready to provide you all you need for an excellent stay!",9.0,December 2023,"December 27, 2023",Small Double Room,3,Couple,7.7,0,0,0,0,1,0,1,0,1,0
Good,"The cleanliness of the room, especially the bathroom.",Breakfast; the staff were service minded; location; the lobby with the bar.,7.0,November 2023,"December 26, 2023",Small Double Room,1,Couple,7.7,0,1,1,0,1,0,1,0,1,0
Very Good,The morning buffet was not very well organised and options less than at our previous stays,Closeness to town centre and main station,8.0,December 2023,"December 25, 2023",Small Double Room,3,Solo traveler,7.7,0,0,0,0,0,0,0,1,0,0
Good,The room was a bit small.,Very nice breakfast. Good location.,7.0,November 2023,"December 19, 2023",Family Room,2,Family,7.7,0,1,0,0,0,0,1,0,1,0
Very Good,No tea or coffee facilities in room,Great Central location,8.0,September 2023,"December 13, 2023",Standard Twin Room,3,Family,7.7,0,1,0,1,0,0,0,0,1,0
Wonderful,,Breakfast excellent. Rooms very comfortable & very clean. Staff very friendly.,9.0,December 2023,"December 12, 2023",Small Double Room,3,Couple,7.7,1,0,0,0,1,0,1,0,0,0
Lovely hotel in a great location,Rooms could have been cleaned more often and bins emptied,Lovely hotel in a great location very close to city centre and train station. The lovely young girl behind the counter assisted me in trying to find a dentist when I had bad toothache. Good breakfast choice and times,8.0,December 2023,"December 7, 2023",Small Double Room,4,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Very Good,,"Good central location, very good breakfast",8.0,December 2023,"December 5, 2023",Small Double Room,3,Solo traveler,7.7,0,0,0,0,0,0,1,0,1,0
"Average facilities, above average staff customer care","The temperature controls in the room seemed to be broken, the temperature did not change regardless of what settings I changed, so the room was too warm constantly. The wifi kept dropping out.","Breakfast was great, the staff were really friendly, bed was comfortable",7.0,November 2023,"December 1, 2023",Standard Double Room,3,Solo traveler,7.7,1,1,0,1,1,0,1,0,0,0
Excellent location and friendly staff,None,Location,8.0,November 2023,"November 29, 2023",Standard Double Room,3,Couple,7.7,0,0,0,0,0,0,0,0,1,0
Good,Temperature controls in room were not great,,7.0,November 2023,"November 19, 2023",Standard Double Room,3,Solo traveler,7.7,0,1,0,0,0,0,0,0,0,0
Great stay in heart of Copenhagen,Some noise from neighbouring rooms,"The location, beds were comfortable.",8.0,November 2023,"November 6, 2023",Small Double Room,1,Solo traveler,7.7,1,1,0,1,0,0,0,0,1,0
Wonderful,,"Great location, close to the city center and station. Shops of all kinds very close. The staff was very helpful. Comfortable and clean room. Three quick and available elevators. Breakfast was also good. The hotel deserved a high note.",9.0,November 2023,"November 6, 2023",Standard Double Room,2,Couple,7.7,1,0,1,0,1,0,1,0,1,0
Good,"Only clean the room once in four days.
No wardrobe in the room",Breakfast,7.0,November 2023,"November 2, 2023",Standard Twin Room,6,Couple,7.7,0,1,0,0,0,0,1,0,0,0
"Good location, good value","There are no wardrobe, no hangers at all, quite small room for 2 people","Excellent location, good breakfast",8.0,October 2023,"October 30, 2023",Small Double Room,2,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Good hotel for a 1 night stay during the trip.,,"Well located, very close to the train station. Good choice for a 1 night stay.",9.0,September 2023,"October 16, 2023",Standard Twin Room,1,Solo traveler,7.7,0,0,0,0,0,0,0,0,0,0
Very Good,Nothing.,Great breakfast with lots of choices. Room was comfortable.,8.0,October 2023,"October 14, 2023",Standard Double Room,1,Solo traveler,7.7,1,0,0,0,0,0,1,0,0,0
Good,TV didn't work for the last two days. No coat hangers or anywhere to hang clothes.,"Great location, nice and clean. Very kind and helpful staff.",7.0,October 2023,"October 10, 2023",Small Double Room,3,Couple,7.7,1,0,0,0,1,0,0,0,1,0
"Lovely hotel, Great staff and good breakfast included.","Rooms are a little small, I had a little backpack so it was ideal but if you pack heavy it may be a little hard for you to fit it all in.",the Breakfast was very nice with a great array of produce on offer. Location was fantastic very easy to reach the central station and lots of shops around. 5-10 minute walk to the main sights. Rooms are a little small but they provide perfectly for the 1 night I stayed.,8.0,July 2023,"October 3, 2023",Small Double Room,1,Family,7.7,1,1,0,0,0,0,1,0,1,0
Wonderful,The bathtub,Everything super. Dont like the bathtub.,9.0,September 2023,"September 30, 2023",Standard Twin Room,1,Couple,7.7,0,0,0,0,0,0,0,0,0,0
Lovely modern hotel,"Breakfast a but limited 
No mini bar not even a bottle of water
Would also like tea and coffee facilities in Room",Location and very.modern,7.0,August 2023,"September 29, 2023",Standard Double Room,2,Solo traveler,7.7,0,1,0,1,0,0,0,1,1,0
Very Good,The bed is too soft and the hotel is not too near to the central train station. Needs about 10 minutes walk.,Good breakfast and friendly and helpful front desk.,8.0,September 2023,"September 29, 2023",Small Double Room,3,Group,7.7,0,1,0,0,1,0,1,0,0,0
Very Good,cleanliness of bathroom,"central position of the hotel
quality of breakfast",8.0,August 2023,"September 26, 2023",Standard Double Room,4,Couple,7.7,0,1,0,0,0,0,1,0,1,0
Good choice to visit Copenaghen,"The ""double bed"" were two beds put together, so they kept separating. For the price we paid we wanted a real bed.","The hotel was clean and the breakfast really good, with lot of choices.",8.0,August 2023,"September 23, 2023",Standard Double Room,5,Couple,7.7,1,1,0,0,0,0,1,0,0,0
Good,We are an older couple and we found using the shower was difficult and hazardous. We had to get over a high walled bathtub and the floor of the tub was slippery. A bath mat to prevent slipping on the tub would be helpful.,The location is very good. Close to the town center and many of the sites.,7.0,September 2023,"September 23, 2023",Standard Twin Room,4,Couple,7.7,0,1,0,0,0,1,0,0,1,0
"Central, comfortable and great value",Nothing,"Great location, lovely quiet room, great breakfast",9.0,September 2023,"September 18, 2023",Standard Double Room,1,Couple,7.7,1,0,0,0,0,0,1,0,1,0
"Excellent, loved the hotel.",No tea making facilities in the room was a bit of a downer for a Brit.,"Friendly staff, efficient lift, clean bathroom.",8.0,August 2023,"September 17, 2023",Small Double Room,2,Solo traveler,7.7,1,1,0,1,1,0,0,0,0,0
Good,,"Great breakfast, roomy spaces to eat/drink in (bar,  areas)",7.0,September 2023,"September 17, 2023",Standard Double Room,3,Couple,7.7,1,0,1,0,0,0,1,0,0,0
Very Good,,"We like the location. The hotel is near the train station, loads of asian restaurants, besides lidle grocery shop and our room is tidy and comfortble. Tivoli Park is only 7 mins walk from the hotel.

We check out early and ask for a taxi and the taxi came early as scheduled. The staff even give us a coffee before going out for free.

Definitely a nice place to stay! Staffs are all nice and accomodating!",8.0,September 2023,"September 17, 2023",Small Double Room,2,Couple,7.7,1,0,0,0,1,0,1,0,1,0
Very Good,"Requested early check in over a month before, but didn't get it","Great location, nice room",8.0,September 2023,"September 17, 2023",Standard Double Room,2,Group,7.7,1,0,0,0,0,0,0,0,1,0
"For us, it was the perfect choice to visit Copenhagen!","The door had some screeches, but that didn’t bother me that much","I must admit I really don’t understand all the bad reviews I’ve read on Booking
The location was awesome, nearby all the stuff in Copenhaga and also nearby the Central Station.
The staff was really helpful and eager to help.
The beds were super comfy.
The room looked really good for a three star hotel.",9.0,September 2023,"September 17, 2023",Standard Double Room,3,Couple,7.7,1,0,0,0,1,0,0,0,1,0
Surprisingly good,I would have liked a kettle in my room to make a hot drink.,"Great location for travelling and exploring. The red hop on/off bus stops just down the road. I paid100dkk for an early check in because I came on an early morning flight. That made such a difference and I would do it again. My double room was very comfortable and I had a huge walk in shower. The room was in the centre of the hotel so very quiet. There's little sound proofing, you can hear floor boards creaking, but luckily the people in the next room were quiet.",8.0,September 2023,"September 14, 2023",Standard Double Room,1,Solo traveler,7.7,1,1,0,0,0,0,0,1,1,0
Ideal,Bit further out from the central stuff than I thought but actually still only half hour walk so not bad.,"Price, comfort, breakfast was really nice.

For people who are gluten free or lactose intolerant there are options too which is good",8.0,September 2023,"September 12, 2023",Standard Twin Room,2,Group,7.7,0,0,0,0,0,0,1,0,0,0
Very Good,,"Breakfast was very good.
Place seems well secured for tourists.
The receptionist,  Charlotte, was very helpful.",8.0,September 2023,"September 11, 2023",Standard Double Room,3,Couple,7.7,0,0,0,0,1,0,1,0,0,0
Pleasant and reasonably priced,The rooms are only cleaned every 4 days. We are more than happy reuse towels but with the hot weather we were having to shower twice a day which meant we were having to seek more towels and there was no where to dispose of used ones meaning they quickly piled up. The air conditioning was not the most efficient and the temperature in the room quickly became uncomfortable. There were also only 7 channels on the TV which was a bit of a disappointment but not the end of the world. More variety or the option to use streaming platforms might benefit people spending more time in the rooms.,"The location was great. Many great shops and restaurants share the street. The hotel is a few minutes walk from central station which made it very easy to access anywhere within the city. We arrived at 11.30am and were able to pay an extra 100DKK to check in early which considering check in was supposed to be 3pm onwards was amazing and very much appreciated as we were in desperate need of a nap after a long morning of travelling! There are great facilities including a gym, a shared indoor seating area with a bar and outside terrace which we made great use of during the nice weather. The staff at reception were very friendly and attentive. The overall experience felt very safe with key card access required to access lifts and the doors to floors.",7.0,September 2023,"September 10, 2023",Small Double Room,4,Couple,7.7,0,1,1,1,1,0,1,0,1,0
"Really comfortable, nice, good location. All good",,Breakfast!,9.0,September 2023,"September 7, 2023",Standard Double Room,2,Couple,7.7,0,0,0,0,0,0,1,0,0,0
Nice hotel in a superb location!,"We had a bath in our room and it wasn't comgortable, felt slipery and the water dripped a bit on the bathroom floor.","Very nice hotel with superb location.  The room was basic but very clean and the bed was very comfortable.
I loved the on-line check in and check out which was very quick and easy. The breakfast was excellant. There is a supermarket right next to the entrance to the hotel. Although the room's windows faced the street we had peace and quite.
It was the second time that we stayed in this hotel while visiting Copenhagen and we highly recommend.",9.0,September 2023,"September 3, 2023",Superior Double Room,2,Family,7.7,1,1,0,0,0,0,1,0,1,0
Good,I had wanted 3 single beds in the room but not possible.,"Location great, lots of choice of restaurants and short walk to tourist attractions",7.0,September 2023,"September 2, 2023",Standard Triple Room,2,Group,7.7,0,1,0,0,0,0,1,0,1,0
I would have love to give 10 but beds are not so good and comfortable which is a main priority at any hotel,I would have love to give 10 but beds are not so good and comfortable which is a main priority at any hotel,Great location and facilities,7.0,August 2023,"August 30, 2023",Standard Twin Room,2,Couple,7.7,0,1,1,0,0,0,0,0,1,0
Overall excellent,Would have liked to be able to pay cash for drinks from bar,"Room, breakfast, design of hotel and location all very good",9.0,August 2023,"August 29, 2023",Standard Twin Room,4,Couple,7.7,1,0,0,0,0,0,1,1,1,0
