Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
For one night is amazing option,"We asked room service to pick up our dishes after dinner, but no one come.","The room was amazing with incredible view. The bed was very comfy, so we slept really deep and good :) Also I was impressed with a breakfast - a big choice for any taste!",10.0,December 2022,"December 12, 2022",Riverside Double or Twin Room,1,Couple,8.7,1,1,0,0,0,1,1,1,1,0
Exceptional,Breakfast wasn't always great.,Very clean and great location,10.0,December 2022,"December 11, 2022",Standard Double or Twin Room,4,Group,8.7,1,0,0,0,0,0,0,1,1,0
second time we’ve stayed here!,you really do have to book to use the pool at the weekend.,great location. very nice spa and pool  even if you have to pay for it.,8.0,December 2022,"December 11, 2022",Riverside Superior Double Room,2,Group,8.7,0,0,1,0,0,0,0,0,1,0
perfect for short or longer stay in Latvias capitol city,nothing,"good facilities, great location, spacious rooms and good breakfast",9.0,December 2022,"December 10, 2022",Riverside Double or Twin Room,2,Couple,8.7,1,0,1,0,0,0,1,0,1,0
Exceptional,,Very good option in the old city of Riga for reasonable pricing,10.0,December 2022,"December 6, 2022",Standard Double or Twin Room,2,Solo traveler,8.7,0,0,0,0,0,0,0,0,0,0
Very Good,,"Great location, clean, tidy. Very good restaurant. One downside was the poor water flow in the bathroom in the room.",8.0,December 2022,"December 4, 2022",Standard Room with Daily Spa Access,2,Couple,8.7,1,0,0,0,0,0,1,0,1,0
great hotel for a weekend in the capital,,"lovely location. river view, central for transport, lovely room, well appointed, clean and fresh.",10.0,November 2022,"December 3, 2022",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,0,0,0,0,0,0,1,0
perfect,Nothing,"Everything , breakfast plentiful ,rooms and hotel immaculate and friendly hardworking staff .
This hotel is a great hotel in a great location .
spa clean and great value.",10.0,December 2022,"December 1, 2022",Standard Double or Twin Room,4,Couple,8.7,1,0,1,0,1,0,1,0,1,0
Business trip,,"Very good location, clean and big room, tasty breakfast.",10.0,November 2022,"November 30, 2022",Standard Double or Twin Room,1,Solo traveler,8.7,1,0,0,0,0,0,1,0,1,0
"Excellent location , right near the old town , opposite the river.",Only tiny minor thing was that you only got 2 sachets of coffee each day & one day none. Did get two when asked.,"Incredibly clean, friendly & comfortable",9.0,November 2022,"November 30, 2022",Riverside Double or Twin Room,3,Couple,8.7,1,0,0,0,1,0,0,0,0,0
"nice, clean hotel, with good location. good value for money","perhaps the only thing to be unhappy, was that there were coffee and tea kettles in the room, but after we consumed it at the first day, they did not add more","nice clean room, good breakfast and very quiet spa area, at least at that time when we visited it. excellent location to the Old city of Riga.",9.0,November 2022,"November 29, 2022",Standard Double or Twin Room,3,Couple,8.7,1,1,1,0,0,0,1,0,1,0
perfect stay loved every minute away and loved the snow making it really festive,,breakfast plenty of variety  missing breakfast english tea ( i always bring some from home),10.0,November 2022,"November 29, 2022",Standard Double or Twin Room,3,Family,8.7,0,0,0,0,0,0,1,0,0,0
Exceptional,"One or two very unfriendly bar staff, which is a pity as all other staff super helpful and friendly!","Amazing facilities and location, buffet breakfast 10/10, I would highly recommend and will hope to stay here again 👌☺️",10.0,November 2022,"November 29, 2022",Standard Double or Twin Room,4,Couple,8.7,0,0,1,0,0,1,1,0,1,0
Exceptional,,"Everything.
-We thought the room was cold and they sent us portable heater in 3 seconds. It was our fault in the end,we could not find the original heater which was in the room. We just needed to turn it on.
-pool was clean and very warm.
-rooms were clean
Breakfast was just perfect.",10.0,November 2022,"November 28, 2022",Standard Room with Daily Spa Access,2,Couple,8.7,1,0,0,0,0,0,1,0,0,0
"Riga was beautiful in the snow, sad that some Latvian people take advantage of tourists and are rude🥹🥹",the smell on the first night was terrible but thankfully disappeared after that night. cigarette burn in the net curtain and handle on window falling off.,"excellent breakfast, fantastic choice with something for everyone. nice rooms. would recommend for sure, great price and worth the money.",8.0,November 2022,"November 28, 2022",Standard Double or Twin Room,4,Couple,8.7,1,0,0,0,0,0,1,0,0,0
Exceptional,Nothing.It was the perfect holiday and staff were helpful and friendly.,Breakfast was really good.Loads of varieties. We love the pancakes.,10.0,October 2022,"November 24, 2022",Riverside Double or Twin Room,4,Family,8.7,0,0,0,0,0,1,1,0,0,0
Good family stay,I did not like it that one can only use the spa for just one time or just one day even though check-in and check-out are on different days.,The room was clean and tidy. Bed was comfortable. View from the room was superb. Shower was good. Location is great. Breakfast was delicious and a lot to choose from. Staffs were friendly and professional.,10.0,November 2022,"November 24, 2022",Riverside Room with Daily SPA access,1,Family,8.7,1,0,0,1,1,0,1,0,1,0
Very Good,A little close to a main road so the nice was a little annoying! the windows were also really dirty which ruined some of the view! the spa was ok but not the best and cleanest I’ve been to.,"The room, the view, the breakfast and the location was great!",8.0,October 2022,"November 24, 2022",Riverside Double or Twin Room,3,Family,8.7,1,1,0,1,0,0,1,0,1,1
Exceptional,,"everything was amazing, the spa, the room and the breakfast",10.0,November 2022,"November 21, 2022",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,1,0,0,0,1,0,0,0
Exceptional,I don't think it was fair to charge hotel guests to use the Spa facilities,"The staff were so helpful and always pleasant.
For such a busy hotel it was so quite never heard the comings and goings of other guests.",10.0,November 2022,"November 21, 2022",Standard Double or Twin Room,4,Couple,8.7,0,0,0,1,1,0,0,0,0,0
Exceptional,,"all of them, especially spa perfectly 👌",10.0,October 2022,"November 21, 2022",Standard Double or Twin Room,3,Couple,8.7,0,0,1,0,0,0,0,0,0,0
Good but meh service,"Staff seemed a bit clueless and overall it was a lot of hassle for meh experience. Bathrobes? Only if you ask. SPA? Only one time is included in the price (this you need to figure out on your own though). Registered you cc? Nop, that cannot be charged to pay for stuff. Really, every conversation felt like we ourselves had to pull out information from them. It's like a Tinder convo with one word answers.","Rooms and other amenities were nice and spacious. Great breakfast in the morning, quite tasty food in the restaurant as well. SPA area is not very spacious, but everything was clean and we enjoyed our time there.",9.0,November 2022,"November 21, 2022",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,1,1,0,1,1,0,0,0
A very relaxing stay at the Wellton Riverside SPA Hotel,-,"I liked everything about the hotel. Everything was very new and modern. The spa area was exceptional with a massive jaccuzi and variety of saunas. The room was beautiful and very spaceous, as a nice surprise, the room also had a balcony. The check in and check out lady at the reception was very sweet and professional.",10.0,November 2022,"November 21, 2022",Standard Room with Daily Spa Access,2,Solo traveler,8.7,1,0,1,0,0,0,0,0,0,0
good value for money,the staff was taking too long to check me in and made numerous mistakes on activating my key card,"good indoor pools , clean room, lovely breakfast included",8.0,October 2022,"November 20, 2022",Standard Single Room,2,Solo traveler,8.7,1,0,0,0,0,1,1,0,0,0
"beautiful hotel in a prime location, the view of the sunset was breathtaking and we’ll remember it forever.",,Absolutely everything.,10.0,November 2022,"November 19, 2022",Riverside Double or Twin Room,2,Couple,8.7,0,0,0,0,0,0,0,0,0,0
Very Good,"Unclear info about SPA. Spa was full all weekend, but no information at check-in that we needed to book time, to go there with the family.",,8.0,November 2022,"November 17, 2022",Family Room,2,Family,8.7,0,0,0,1,0,0,0,0,0,0
"Great Location, Magnificent River View, Relaxing Spa",No balcony and paying extra for the obscured view coz of the outdoor glass shields. Breakfast very minimal. Staff at the restaurant are snobbish and impolite.,"The great location close to Old Town and tram, magnificent river view, relaxing spa, helpful reception desk lady Winga(?)(can’t remember her name or not sure) that helped me with my damage luggage and offered a replacement luggage. Thank you for the fizzy drink and birthday card when I had my birthday in the hotel.",9.0,October 2022,"November 17, 2022",Riverside Double or Twin Room,4,Solo traveler,8.7,0,0,1,0,1,1,1,1,1,1
Very enjoyable stay,,Hotel was very good. Clean and modern and the room are very comfortable.  Had a very good stay. Would definitely recommend it,10.0,November 2022,"November 14, 2022",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,0,0,0,0,0,0
Wonderful,,"Everything was incredible ! 
Best breakfast variety",9.0,November 2022,"November 13, 2022",Standard Double or Twin Room,3,Couple,8.7,0,0,0,0,0,0,1,0,0,0
super,there was none.,"great location, excellent staff, clean rooms, excellent breakfast.",10.0,November 2022,"November 13, 2022",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,1,0,1,0,1,0
Exceptional,I didn’t get if the floor in bathroom were warmed or not.,"modern hotel, good breakfast.",10.0,September 2022,"November 12, 2022",Standard Double or Twin Room,1,Couple,8.7,0,1,0,0,0,0,1,0,0,0
Very good city hotel,Nothing,SPA and location,9.0,November 2022,"November 11, 2022",Riverside Room with Daily SPA access,4,Couple,8.7,0,0,1,0,0,0,0,0,1,0
Amazing hotel,,"Great stay in a great hotel, everything was brilliant, and the Spa facilities were great. Our room was comfy, and the breakfast was very good.",10.0,November 2022,"November 9, 2022",Standard Room with Daily Spa Access,4,Family,8.7,1,0,1,0,0,0,1,0,0,0
"great hotel, great location!!","the only thing that we didn’t like, was the persons working in the hotels bar. they were a bit rude, and not accommodating","the location of the hotel was really great! it was close to the old city center. the facilities inside the hotel were amazing, the spa was worth it, breakfast variety were great! would definitely recommend it!",10.0,October 2022,"November 8, 2022",Standard Double or Twin Room,3,Couple,8.7,0,0,1,0,0,0,1,0,1,0
Exceptional,,Everyone was very friendly and lovely clean and warm hotel,10.0,November 2022,"November 7, 2022",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,1,0,0,0,0,0
Great,Pillows is total disaster. Pool is not included into price.,"Very well located. Elegant and spacious rooms. We loved breakfast with freshly prepared eggs and pancakes, good choice of bread, etc. Just don’t expect some fancy cheese and ham. Instead proseco is served to sparkle the day.",9.0,November 2022,"November 4, 2022",Family Room,2,Family,8.7,1,0,1,0,0,0,1,0,0,0
Lovely stay,breakfast a bit chaotic and our spa experience was ruined by children running around and dive bombing the pool - didn’t think children were allowed in saunas?,location is wonderful and room was spacious for what we needed,8.0,October 2022,"November 3, 2022",Standard Double or Twin Room,2,Group,8.7,1,0,1,1,0,0,0,1,1,0
Wonderful,"The parking is muddy and before the check-in, it's not clear where to park, so we had to pay for parking on the street and after check-in pay for the hotel parking.  The spa even if it was nice, it was too cold (saunas and pool).","I would like to compliment the hotel's restaurant food. We ordered room service, and the food was amazing, restaurant quality for a reasonable price. The room was spacious and equipped well. The hotel has nice areas like a terrace, bar, and breakfast area.  The location is in the center so in a couple of minutes you are close to all attractions.",9.0,October 2022,"November 3, 2022",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,1,1,1,0,1,0,1,0
Perfect stay right alongside the river and old town,One minor thing was the pressure of the water from the shower could have been better.,Great hotel in a perfect location.  Room was amazing with a very comfy bed and huge bathroom.  Room had a safe in it and an iron/board which was an added bonus hate having to ask for one.  Breakfast was very good with lots of choice and a good coffee machine.  Pool and steam amazing.  Mini bar in the room.,10.0,November 2022,"November 2, 2022",Superior Double or Twin Room,4,Couple,8.7,1,1,1,0,0,0,1,0,1,0
"very good experience,looking forward to stay again :)",room 212 water didn’t go away properly in the sink. room temperature was set to one temp and we couldn’t change it (maybe we didn’t know how i guess). while doing massage music could be louder to relax more.,"very cosy,nice looking hotel,friendly staff,very good breakfast.comfortable beds.",10.0,November 2022,"November 1, 2022",Standard Room with Daily Spa Access,2,Group,8.7,1,1,0,0,1,0,1,0,0,0
"Excellent hotel, great facilities and very clean. Really friendly and helpful.",Nothing,"Great location, close to Old Town.",10.0,October 2022,"October 31, 2022",Standard Room with Daily Spa Access,2,Couple,8.7,0,0,0,0,0,0,0,0,1,0
Wonderful,It was a little too hot in the room for me even with the radiator turned off - luckily it had an opening window,"The staff, breakfast and spa were all excellent. I would stay here again",9.0,October 2022,"October 31, 2022",Riverside Room with Daily SPA access,2,Family,8.7,0,1,1,0,1,0,1,0,0,0
Wonderful experience,"I couldn't get the room service app/website to work
The hose thing next to the toilet had a small leak and would drip on the floor if you use it","Comfortable beds and a large bathroom
The Spa was delightful and relaxing 
The room had a beautiful view of the river and national library 
The hotel was located directly next to the bus stop you need to use to get to and from the airport",9.0,October 2022,"October 30, 2022",Riverside Room with Daily SPA access,5,Couple,8.7,1,1,1,0,0,1,0,1,1,0
Quality,,"Breakfast is amazing
View from room stunning
So comfortable bed, lovely room",9.0,August 2022,"October 30, 2022",Riverside Double or Twin Room,4,Family,8.7,1,0,0,0,0,0,1,0,1,0
excellent,nothing to say,clean and location,9.0,October 2022,"October 27, 2022",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,0,0,0,0,1,0
Exceptional,Nothing,"Good area beside the river and attraction and the buildings , and bars ,good to go on the boat down the canal and river",10.0,October 2022,"October 22, 2022",Standard Double or Twin Room,4,Family,8.7,0,0,1,0,0,0,0,0,0,0
highly recommend,Not their fault but they have a sister hotel also with a spa and I didn’t realize that I booked a treatment at the wrong spa! Make sure you get the spa at YOUR hotel.,"The spa on site and the really nice bartender and waiter in the bar! Also, they packed us breakfast to go when we left for the airport super early.",8.0,September 2022,"October 21, 2022",Standard Double or Twin Room,1,Group,8.7,0,0,1,1,0,0,1,0,0,0
Exceptional,The pools in the Spa were a bit cold,"Very comfortable bed
Lovely big room 
Amazing breakfast 
Good gym 
Loved the saunas and steam room 
Location very close to bus stop to/from the airport :)",10.0,September 2022,"October 21, 2022",Standard Double or Twin Room,2,Couple,8.7,1,0,1,1,0,0,1,0,1,0
Exceptional,Crowds while checking in despite an online check in prior to coming to the hotel. What is the point?,"Location, room, facilities, spa, hard working duty manager Dina settled the problems efficiently",10.0,October 2022,"October 21, 2022",Standard Single Room,2,Solo traveler,8.7,1,0,1,0,0,0,0,0,1,0
quality,,i liked the property very central and enjoyed the breakfast,9.0,October 2022,"October 19, 2022",Standard Double or Twin Room,4,Solo traveler,8.7,0,0,0,0,0,0,1,0,1,0
It was good,Transfer from bus station to the hotel. We were waiting for taxi more than half an hour. Hotel was 2 minutes avay,Room was a little small and bad for my husband was small too,8.0,September 2022,"October 18, 2022",Standard Double or Twin Room,3,Group,8.7,1,0,0,0,0,0,0,0,0,0
Exceptional,"Parking arrangement could have been better, but that is not included in the hotel anyways.","Bed was so good, slept like a baby on a mothers lap :)",10.0,October 2022,"October 17, 2022",Standard Double or Twin Room,1,Couple,8.7,1,0,0,1,0,0,0,0,0,0
Exceptional,,"Central, easy to locate",10.0,October 2022,"October 17, 2022",Standard Double or Twin Room,3,Couple,8.7,0,0,0,0,0,0,0,0,1,0
Exceptional,,"Location, services, rooms are great! 
Nice room service",10.0,August 2022,"October 14, 2022",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,1,0,1,0,1,0
modern hotel with friendly staff and good breakfast,,lovely modern hotel in the centre next to the river easy to find and lovely friendly staff multiple varieties of breakfast and good all round facilities,10.0,October 2022,"October 14, 2022",Standard Double or Twin Room,2,Couple,8.7,0,0,1,0,1,0,1,0,0,0
Exceptional,,"We liked the spa area, everything was clean and breakfast was veryyyyyy tasty!",10.0,October 2022,"October 14, 2022",Riverside Room with Daily SPA access,1,Couple,8.7,1,0,1,0,0,0,1,0,0,0
Comfortable stay with walking distance to everything,"A bit smaller spa then we thought, and Even though we sent email about massage a week before arrival, it was No available sessions so we had to book outside for almost everyone.

The receptionist's were very helpful, but here as in rest of Riga - they must learn to smile, look up and be a bit more welcoming :)","Good bed and spacious rooms. All three rooms were quite different, but comfy and clean. Breakfast was better than expected of a Baltic country, with lots of sweets stuff, eggs, yoghurt and different types of bread in a very cool athmosphere.

Perfect location and walking distance to basically everything. Can highly recommend the Hotel.",8.0,October 2022,"October 13, 2022",Standard Double or Twin Room,2,Family,8.7,1,0,1,1,0,1,1,0,1,0
Very Good,Use of swimming pool without additional charge,Warm welcome. Excellent breakfast,8.0,September 2022,"October 13, 2022",Riverside Double or Twin Room,4,Couple,8.7,0,0,0,1,0,0,1,0,0,0
Perfect,It was some noice from the streets and railway outside.,"Excellent location, big and clean room, nice staff and very good breakfast.",10.0,October 2022,"October 13, 2022",Standard Double or Twin Room,3,Couple,8.7,1,0,0,0,1,0,1,0,1,0
Exceptional,i liked all,"designe, all clean and beautiful. The breakfast ares was wonderful",10.0,October 2022,"October 12, 2022",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,0,0,1,0,0,0
Very Good,No car parking.,"Breakfast - good.
SPA - very good, but expensive (if not included in room rate)",8.0,October 2022,"October 9, 2022",Standard Single Room,2,Solo traveler,8.7,1,0,1,1,0,0,1,0,0,0
Great value Hotel perfectly located,the additional charge for the swimming pool,Location for Riga and the quiet comfortable room . Excellent quality gym was inclusive in room rate. Good buffet breakfast,9.0,October 2022,"October 7, 2022",Standard Double or Twin Room,4,Couple,8.7,1,0,1,1,0,0,1,0,1,0
Wonderful,,great hotel and fantastic location,9.0,August 2022,"October 7, 2022",Riverside Double or Twin Room,3,Couple,8.7,0,0,0,0,0,0,0,0,1,0
Exceptional,"Nothing to complain about. I got a car park on the side of the hotel. I was lucky, others may not be so lucky and have to park nearby.","Inga at reception was absolutely fantastic. I felt somewhat guilty as to how much effort Inga went to help me out with a room. All staff were very very good. First class breakfast with live chef cooking eggs and pancakes while you wait. Very comfortable bed, room and bathroom.",10.0,October 2022,"October 7, 2022",Riverside Double or Twin Room,1,Family,8.7,1,0,0,0,1,0,1,0,0,0
Excellent hotel in a great location,The room was very hot so we opened the window at night but as it’s in a busy road it was quite noisy,"Great location, clean and close to transport links",9.0,October 2022,"October 6, 2022",Riverside Double or Twin Room,4,Group,8.7,1,1,0,0,0,0,0,0,1,0
Brilliant hotel and would stay there again .,"The spa was a little disappointing as the pool was cold
and the jacuzzi tepid so only stayed a short time.","lovely views over the river. Great location and amazing
buffet breakfast.  The beds were also very comfortable.",9.0,September 2022,"October 6, 2022",Riverside Double or Twin Room,3,Family,8.7,1,0,0,1,0,0,1,0,1,0
Lovely stay in a great hotel.,Some staff were cold in their approach- except Inga on reception who was lovely.,"Breakfast was amazing, beds were comfortable and rooms were warm and spacious.",10.0,October 2022,"October 6, 2022",Riverside Room with Daily SPA access,3,Group,8.7,1,0,1,0,0,1,1,0,0,0
Very Good,water pressure in the shower was extremely low and terrible,Really clean,8.0,October 2022,"October 6, 2022",Standard Double or Twin Room,3,Couple,8.7,1,1,0,0,0,0,0,0,0,0
unique,internet was very weak,"view of the rooms, terrace, meeting room, breakfast",10.0,October 2022,"October 5, 2022",Standard Double or Twin Room,2,Solo traveler,8.7,1,0,0,0,0,0,1,0,1,0
"Pleasant, Lovely and Relaxing.","my room phone, not connected to the reception.","Everything, location, structure, room, breakfast!",9.0,September 2022,"October 5, 2022",Standard Double or Twin Room,2,Solo traveler,8.7,1,1,0,0,0,0,1,0,1,0
Very Good,,"Perfect location beautiful view, nice spa breakfast was good to,clean hotel but the carpets could do with bit of more cleaning.",8.0,October 2022,"October 5, 2022",Standard Double or Twin Room,1,Family,8.7,1,0,1,0,0,0,1,0,1,0
Four star hotel well managed and located,"Buffet breakfast is only adequate - not aligned to the 4 star ranking of other features like the spa, rooms and housekeeping","location, close to bus 22 to the airport, 5 minutes from the Occupation Museum, Fashion Museum and House of the Black Heads, 10 mins or less from the markets, restaurants and the rail station",8.0,October 2022,"October 4, 2022",Riverside Double or Twin Room,4,Couple,8.7,0,1,0,1,0,0,1,1,1,0
great,the bed was too soft,Riga,8.0,September 2022,"October 4, 2022",Riverside Double or Twin Room,4,Family,8.7,0,1,0,0,0,0,0,0,0,0
perfect,,"silence, view, window",10.0,October 2022,"October 3, 2022",Standard Double or Twin Room,1,Solo traveler,8.7,0,0,0,0,0,0,0,0,1,0
everything is great,,"I woud like to say BIG thank you for administrator Inga! she is absolutely wonderfull person, was really caring and helping! Hotel needs more people like her!",10.0,October 2022,"October 3, 2022",Riverside Room with Daily SPA access,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
"Lovely hotel, shame about reception staff!","The reception staff were quite rude on arrival. I said my name and I was here to book in and their reply was “I need passport” in a rude manner. We was not introduced nicely to the hotel, not even a hello and welcome to Wellton! The staff at reception did not explain the facilities in the hotel, check out times and breakfast times. We basically checked in then was given a room key. They could of been more welcoming and helpful!","The room was very spacious and well equipped. The bed was super comfy. The room was very clean and the location was perfect, we was able to get into the square by foot and only took a few minutes. Breakfast was really nice, lots to choose from and the food was tasty. The spa was amazing (extra cost but worth it) especially after walking around the square all day. The spa staff was so lovely and have a tour around the place.",8.0,October 2022,"October 3, 2022",Standard Double or Twin Room,2,Couple,8.7,1,1,1,1,1,1,1,1,1,0
excellent hotel with a great view,,"I liked everything, The stuff the room and the view. 
Many thanks",10.0,September 2022,"October 2, 2022",Standard Double or Twin Room,1,Family,8.7,1,0,0,0,0,0,0,0,1,0
Very Good,The temperature is the room was lower then I expected.,It was good hotel in a perfect place not far from the old Riga city.,8.0,September 2022,"October 1, 2022",Standard Single Room,1,Solo traveler,8.7,0,1,0,0,0,0,0,0,0,0
Birthday getaway,We would have liked if there would have been one blanket  not two.,"Riverside room with amazing view, quiet. Spa was not crowded, good sauna. 
Sweet suprise from the hotel.. 
Breakfast really good and different from some places where I have been.",9.0,October 2022,"October 1, 2022",Riverside Room with Daily SPA access,2,Couple,8.7,1,0,1,0,0,0,1,0,1,0
Exceptional,,"Fabulous pool, sauna, etc. Friendly, professional staff. Good food. Ideal location.",10.0,August 2022,"September 30, 2022",Standard Double or Twin Room,3,Solo traveler,8.7,0,0,0,0,1,0,1,0,1,0
Exceptional,,"Very specious room, very good breakfast,  perfect location",10.0,September 2022,"September 28, 2022",Superior Double or Twin Room,1,Family,8.7,1,0,0,0,0,0,1,0,1,0
Wonderful,There was nothing negative about the hotel and staff. Wish we could have stayed longer.,The hotel was lovely and in a great location — close to Old Riga. The staff were darling! Because we were leaving so early they ordered to-go breakfasts for us.,10.0,September 2022,"September 27, 2022",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,1,1,1,0,1,0
Wonderful,,"clean 
has its own bar",9.0,September 2022,"September 22, 2022",Riverside Double or Twin Room,3,Group,8.7,1,0,1,0,0,0,0,0,0,0
great time in a great location and awesome staff,everything was super.,very friendly staff and great facilities. the spa was magnificent. the buffet breakfast was also very good with a great choice of food.,10.0,September 2022,"September 21, 2022",Standard Double or Twin Room,4,Group,8.7,0,0,1,0,1,0,1,0,0,0
A brilliant place to stay giving us great access to public transport and all sites were in walking distance.  we would d,Nothing,The property was in a great location,9.0,September 2022,"September 21, 2022",Standard Double or Twin Room,4,Couple,8.7,0,0,0,0,0,0,0,0,1,0
lovely weekend break,twin beds were so narrow!,"breakfast, gym and location amazing",8.0,September 2022,"September 20, 2022",Standard Double or Twin Room,2,Family,8.7,0,1,1,0,0,0,1,0,1,0
Exceptional,windows not washed,All ist good,10.0,September 2022,"September 19, 2022",Riverside Double or Twin Room,1,Solo traveler,8.7,0,0,0,0,0,0,0,0,0,0
Exceptional,,great hotel. great staff and perfect location,10.0,September 2022,"September 19, 2022",Standard Double or Twin Room,3,Group,8.7,0,0,0,0,1,0,0,0,1,0
Wonderful,,Service very good.Staff polite,9.0,August 2022,"September 19, 2022",Standard Double or Twin Room,2,Group,8.7,0,0,0,0,1,0,0,0,0,0
Good clean good facilities,staff in bar on 1st floor could break a smile,Breakfast buffet was amazing never had so much choice,8.0,September 2022,"September 18, 2022",Standard Double or Twin Room,3,Family,8.7,0,0,0,0,0,1,1,0,0,0
Very Good,,"Great, delicious breakfasts",8.0,September 2022,"September 18, 2022",Standard Double or Twin Room,3,Solo traveler,8.7,0,0,0,0,0,0,1,0,0,0
Great time in Riga with friends and would definitely return,Only thing I could mention is the spa area was pretty small,Location was excellent and staff were very friendly,9.0,September 2022,"September 18, 2022",Riverside Double or Twin Room,3,Group,8.7,0,0,0,1,1,0,0,0,1,0
Book it! 😍 you won’t get better!,Nothing,The most AMAZING breakfast EVERRRR!!! Never saw anything like it before. Great selection gorgeous vibes and sparkling wine!,10.0,September 2022,"September 8, 2022",Superior Double or Twin Room,1,Group,8.7,0,0,1,0,0,0,1,0,0,0
Exceptional,"Almost nothing to complain here. One sauna could use some parfume, since saunas are always in use. Overall excellent choice.","Wellton has small and cosy spa with multiple saunas, jaccuzi and family atmosphere. Breakfasts give excellent choice of plates and opportunity to get sated.",10.0,August 2022,"September 8, 2022",Standard Room with Daily Spa Access,2,Solo traveler,8.7,0,0,1,0,0,0,1,0,0,0
Exceptional,,Room was spacious and spotless. Didn't hear any noise from the outside. Great location with an amazing view. The staff was really friendly and welcoming!,10.0,September 2022,"September 8, 2022",Standard Single Room,1,Solo traveler,8.7,1,0,1,0,1,0,0,0,1,0
A great place to start your trip in Riga,"The Wi-fi was too slow, not able to view the Youtube smoothly :(","The breakfast is diverse and the breakfast room is big and comfortable.
The room is clean and quiet, good for a rest.
The location is next to the river and on the entrance of the Riga Old town, great for a trip.",8.0,August 2022,"September 7, 2022",Standard Double or Twin Room,1,Group,8.7,1,0,0,0,0,0,1,0,1,1
"Excellent hotel! Would love to come back, for sure!","The SPA area did not exactly match the expectations, even though its a very nice SPA. Water in the pool was very cold. Water in jacuzzi could also be much warmer, comparing to other hotels. SPA is only opened until 21:00 (one day it was opened until 20:30 only).","The riverside room costs more, but it totally worth it! Room was big, clean, well furnished and very comfortable. Room service and house keeping works just perfectly. The view from 7th floor is amazing. Hotel is clean, quiet and very well located and organised.",9.0,September 2022,"September 6, 2022",Riverside Room with Daily SPA access,2,Couple,8.7,1,0,0,1,1,0,1,0,1,0
"It was amazing. The view from the window was awesome! Staff is very friendly, breakfast was very tas",N/a,Everything!,10.0,August 2022,"September 5, 2022",Riverside Double or Twin Room,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
"Wow!! Deluxe room with river view - amazing! Beautiful hotel, staff very helpful. Excellent location","Very busy street - traffic noise not too bad through day. just late at night, loud cars with very loud music. Nothing bad to say about hotel as it was great.","Location excellent.great value for money.  Hotel was beautiful, staff very helpful and accommodating. Deluxe room with river view - huge room, very comfortable bed, air conditioning excellent. traveled with a 1 year old, cot provided in good condition- traffic below was great to keep the little one occupied. House keeping do a great job keeping rooms tidy and topped up.",10.0,September 2022,"September 5, 2022",Riverside Deluxe Room,5,Family,8.7,1,0,0,1,1,0,0,0,1,0
Exceptional,,"Spacious room, central location, very good breakfast",10.0,August 2022,"August 31, 2022",Superior Double or Twin Room,1,Family,8.7,1,0,1,0,0,0,1,0,1,0
Agradable,,Contents de l’experi,8.0,August 2022,"August 30, 2022",Standard Double or Twin Room,1,Family,8.7,0,0,0,0,0,0,0,0,0,0
Exceptional,,Great attitude and forthcoming,10.0,August 2022,"August 30, 2022",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
Exceptional,,Great place.  Really clean and great location.,10.0,August 2022,"August 30, 2022",Standard Double or Twin Room,4,Couple,8.7,1,0,0,0,0,0,0,0,1,0
All in all it was quite nice. Would recommend to friends.,The spa could have been a little bigger - a lot of people for the small area. The temperature of the pool was a little cold.,"Breakfast was super! 
The location of the hotel was very convenient and spa area was nice.",9.0,August 2022,"August 29, 2022",Standard Room with Daily Spa Access,2,Couple,8.7,0,0,1,1,0,0,1,0,1,0
Wonderful,TV could be bigger and more able to stream from mobile devices.,"Comfortable room with excellent view on riverside. 
Very good breakfast and excellent spa. 
Very good location. 
As usually perfectly working AC.",9.0,August 2022,"August 29, 2022",Riverside Superior Double Room,1,Couple,8.7,1,0,1,0,0,0,1,0,1,0
Best hotel ever,"Frigobar wasn't very powerful and drinks weren't cold but I didn't consume anything there, so wasn't a real problem to me.","Everything was amazing, bedroom size, mattress, pillows, bathroom, view, breakfast...",10.0,August 2022,"August 29, 2022",Riverside Double or Twin Room,2,Couple,8.7,1,0,0,0,0,0,1,1,1,0
