Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Great stay in an excellent room,Nothing wrong with the bathroom or it's cleanliness but it's very close to the bed! And quite small for the size of the room.,Up on the 33rd floor in a Tower Deluxe Suite with a great view of the city. Very spacious room and comfortable bed with additional desk and chair. Super clean.,9.0,June 2023,"July 12, 2023",Tower Deluxe Suite,3,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Enjoyable stay. Would book it again,The only thing I didn't enjoy was the shower.  There was no shower hose which made showering not so comfortable.,"The location of the hotel is superb. The room was spacious, clean, and warm. The bed was very comfortable",9.0,January 2022,"February 7, 2022",Historic Superior Suite,3,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Good,The rooms really need an update.,"The building is a well cared for historical landmark, lobby was well designed, controlled entry to the area with the rooms felt secure. Price was quite affordable for the location.",7.0,July 2024,"July 21, 2024",Historic Double Suite,1,Group,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Very Good,would of been nice to have a bottle of water in the room.,"the property was really close to all the amenities.
rooms were spacious with really good views.",8.0,July 2022,"July 16, 2022",Tower Deluxe Suite,2,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Nice location and comfortable room but quite expensive for what you get.,The hotel was quite expensive. But my problems with it I think are more related to Booking Dot Com. There were more affordable room rates by the time we checked in but we couldn’t get those rates. Twice I was offered an upgrade for $10-$20 but when I confirmed the upgrades it was around $100 more expensive and I had to call both times to fix the incident. The second time Booking Dot Com didn’t even finish helping me so I cancelled the booking and booked again. This hotel might be better if I booked direct. But I’ve never had issues with other hotels on here like I did with One King West.,"Nice location near Union Station, Rogers Centre, CN Tower etc. Beautiful lobby. Room was comfortable.",7.0,September 2023,"September 9, 2023",Historic Double Suite,1,Family,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Wonderful stay and would highly recommend staying there,The room itself was a bit dark,"The location was great and the room was very spacious with a comfy king sized bed and a view of the CN tower in the corner window. Also, the spa was a very nice surprise",9.0,July 2023,"August 25, 2023",Tower Deluxe Suite,3,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Great option to stay in Toronto,"-Very small bathroom and shower area
-Bathroom door was pretty close to the bed and didn't lock properly
-Very noisy mini fridge
-Expensive (it looks like to be common in this area)","-Great location
-Very convenient connection to PATH (underground city)
-Good wifi connection
-Very good size of the room, very clean, it had a equipped mini kitchen
-Nice view from the room
-Comfortable bed and pillows",9.0,August 2023,"September 7, 2023",Tower Deluxe Suite,4,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Convenient and comfortable but choose an outward facing room,I chose and inward facing room assuming there would be and inside atrium of some sort.  Instead there is just a light shaft which meant the room was very dark.,The hotel building had beginnings as a bank which lent it much character and  the room was huge and very comfortable in a homey sort of way with a wonderfully comfortable bed.  Location wise it is hard to beat being within walking distance of most downtown locations of interest.  There are also subway and bus stops right outside.,8.0,September 2023,"September 4, 2023",Historic Superior Suite - Interior View,3,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Very Good,The Air conditioning is noisy especially throughout the night.,The hotel is in a great location. It's a 15 minute walk to the CN Tower and the SeaWorld attraction. The rooms are spacious and clean.,8.0,July 2024,"July 8, 2024",Historic Double Suite,1,Family,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Beautiful hotel in the downtown core,The bathroom had a sliding door which can be a bit noisy when opened/closed. Wasn't a problem for the most part except when trying to be quiet in the middle of the night and not wake my partner.,Fantastic location. Direct access to the metro line and street cars. Great spot to access all of Toronto's main sights. We had a tower room on the 45th floor so the view was amazing. Comfy and clean room. We stayed over the holiday season and the lobby was beautifully decorated for Christmas and New Years.,9.0,January 2023,"January 9, 2023",Tower Deluxe Suite,6,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Would definitely stay here again.,Could not adjust the room temperature and found it a little too warm.  However did not call the front desk for assistance and I am sure it would have been a simple fix.,Centrally located and attached to the PATH system.  Made navigating very easy as you are protected from the weather walking to different buildings.  Room had a great view and well appointed with a mini kitchen.,9.0,March 2023,"March 20, 2023",Tower Premium Suite,4,Solo traveler,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
A perfect getaway stay,"One part of the room that felt a bit cramped was the bathroom. I very much appreciated the standing shower (I really dislike bathtubs) but there was not a lot of room to move around in there or the rest of the bathroom. Nothing much can be done about this obviously but this influenced my overall comfort. Another thing that indeed can be improved is the quality of the toilet paper - this is an upscale hotel and I was disappointed to see paper-thin, flimsy toilet paper. An upgrade will be greatly appreciated, I'm sure by many of your customers :) But other than that, I was very satisfied. 
Thanks for a great stay!","I absolutely LOVED this hotel. The location is hard to beat - everything is walking distance. The vibe was relaxing. The room was the perfect size with a kitchenette (we specifically booked a room with a small kitchen so that we could eat some quick meals in between adventures), the bed was very comfy, we had all the amenities. The hotel bar had some good desserts. We also had a great view of the city (not sure what part) because we were on the 24th floor. We enjoyed gorgeous sunrises because we were facing the east...they were beautiful. I would absolutely recommend staying here!",9.0,June 2024,"June 19, 2024",Tower Deluxe Suite,4,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
our room in the Tower Suites had such a wonderful view over the lake and had everything we needed for a fantastic stay.,"we loved our room and our stay but was disappointed with unwashed crockery in the dishwasher from previous occupants, given the cost of the room.","location, view, kitchen facilities in the room, quiet and peaceful but with a lively bar and reception area if you wanted.",9.0,September 2022,"September 17, 2022",Tower Deluxe Suite,1,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Comfortable stay at a great location in Toronto!,Bathroom is a little dated compared to the rest of the room. But otherwise no real downsides.,"Hotel is in a very convenient location, very close to some hot spots and public transport. Room is very spacious, includes a kitchenette and comes with great views.",8.0,April 2024,"April 19, 2024",Tower Deluxe Suite,3,Group,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
"If you’re looking for a cheap hotel, this is it. If you can spend a few bucks more, try Pantages or Radisson Blu.","Horrible front desk experience. Colin at the front desk had a problem with me because I’m brown skinned and he’s white. According to him, I don’t deserve a clean room even if I paid to stay at the hotel.","Great housekeeping, spacious rooms, convenient location.",1.0,March 2022,"March 4, 2022",Historic Superior Suite,1,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
"lovely hotel, not as good an experience as hoped.","washing machine in room was broken leaving all laundry soaking wet. maintenance came and clearly had no idea what they were doing but proceeded to insist that they had to sit in our room for a while drying cycle to ensure it was working (the dryer was working, the issue was the washing machine cycle stopping once the clothes were sopping wet). this was all at approx 2200 in the evening and we had an early get up to get to the airport. in the morning (0600) clothes were eventually taken by housekeeping to be dried in the hotels ‘proper’ dryers only to be returned still wet an hour later leaving us having to fly with a suitcase full of soaking wet clothes. Not entirely the hotels fault as things break, but it could have been dealt with better.","great building, rooms and location.",6.0,August 2022,"September 2, 2022",Tower Deluxe Suite,1,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
great!!,There was nothing I disliked. Minor detail: would have liked a telephone shower.,Loved the room and the location.  And the views from the room (32nd floor) were spectacular.  And the hotel has 42 floors!.  Also loved the historical photos and info in each floor's elevator lobby and elsewhere.,9.0,July 2022,"July 5, 2022",Tower Deluxe Suite,1,Solo traveler,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
Perfect location,Room has carpet which isn’t great,"For my second time here I’ve asked for a room with big windows which was so much better than the first room I had stayed in. Very light and spacious, with a good layout. Being able to connect my iPad to the TV to stream my fave shows was a plus. Location is absolutely perfect",10.0,November 2022,"November 18, 2022",Tower Deluxe Suite,2,Solo traveler,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
amazing location for TIFF & downtown Toronto!,bed wasn’t that comfortable,"super close to downtown (especially if you are there for TIFF), secure and needed a card to get into the elevator section past 8pm, nice size room and beautiful view of the city",8.0,September 2022,"September 13, 2022",Tower Deluxe Suite,4,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.0003174967234633338
"Perfect location, exceptional hotel.","We loved everything, thank you for a great stay.","This hotel is beautiful. Exceeded all our expectations. Considering the price, it lived up to the high standard. Amazing room with great facilities. Very big and comfy bed. Shower was great, bathroom beautiful. The staff were exceptional, super friendly and helpful. Really great stay. Location was bang on too. Starbucks next door and you're in the centre of everything. Walkable distance to the train station. No complaints at all.",10.0,August 2022,"September 2, 2022",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Great hotel in the city!,N/a,"The hotel had such friendly staff! Very clean rooms, amazing in room dining (open late night), and parking!! Great location as well",10.0,March 2024,"March 23, 2024",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,"Great room facilities, even washing machine and dryer!!.
Excellent location and the best staff.
Great fitness room.",10.0,July 2022,"July 8, 2022",Historic Double Suite,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,This was absolutely me and my partners favourite place we stayed in . The staff were soo helpful and welcoming.  Location was perfect for accessing transports Cafes and the harbour front centre. The suite that we stayed in was fantastic with beautiful large windows and itself to beautiful views across Toronto and the suite clean and spacious and had all the facilities you needed to feel at home. I would definitely recommend this place to stay to my friends and family.,10.0,May 2022,"May 29, 2022",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
I loved it!,,"Amazing! I extended my stay for a second night! (See review for my first night) The view from the room was spectacular, the pool, sauna and gym also very good. Everything super clean and friendly staff!
From the hotel lobby you can directly enter underground to get to the old vault from the former Bank that the hotel is build upon and then from there tunnels lead to metro station and union station! Awesome :)",10.0,November 2023,"November 8, 2023",Historic Superior Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Comfortable stay in downtown Toronto,,"Centrally located, good public transport options and also connected to underground PATH network. Rooms are nice and clean and staff is quite helpful. For longer stays, they even provide rooms with washer/dryer. WiFi is good, I was able to work remotely without issues.",8.0,January 2022,"January 20, 2022",Historic Superior Suite,13,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Will defo come back,That I couldn’t stay longer 😔,"Beautiful beautiful building 

Great central location

Friendly staff, great views from higher up rooms, clean, nice toiletries, comfortable bed.",10.0,October 2023,"November 2, 2023",Tower Deluxe Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,Loved our stay. Staff was very friendly. Place was clean. Great location to all downtown Toronto. Valet parking was a bit expensive but that’s expected being downtown. We loved our stay.,10.0,June 2022,"June 6, 2022",Historic Double Suite,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Pleasant stay,Nothing.,"Friendly staff, loved the lounge bar in the main lobby m, had great music. Bed was comfortable, room was clean, it and had a kitchenette which was handy. I had a corner room so it was a bit smaller but was not really an issue. Was able to check in an hour early which was great! Most importantly the location was great, accessible to everything. I would recommend staying here and I would stay here again!",10.0,April 2022,"April 14, 2022",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,"Great location, cool building, very clean & comfortable, excellent valet service.",10.0,May 2022,"May 7, 2022",Historic Double Suite,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"As a return visitor, I was confident in the quality in my stay.",nothing,"location, parking services, clean",10.0,August 2022,"August 5, 2022",Tower Deluxe Suite,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Convenient hotel to downtown and Union Station,,Spacious rooms with kitchenettes. Convenient location. Friendly staff.,9.0,March 2024,"April 18, 2024",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
perfect,,"location, clean, beautiful view and friendly staff.
Evenings in the lobby bar are extra fun",10.0,January 2023,"January 28, 2023",Historic Double Suite,2,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Great place to stay close to everything you want to do in Toronto,There was a bit of confusion with my booking as they said I reserved one night when I booked three but it was quickly resolved.,Very convenient to most attractions within walking distance from baseball stadium and also basketball/hockey arena. Next to train station and trolley for access to transportation. Lobby had a great bar with great staff. I was able to check in with ease. Room was a good size and had a kitchenette. Price is a bit high but that seems to be on par for anything in the city center and this price was much better than most. I would definitely stay there again.,10.0,July 2022,"July 7, 2022",Historic Superior Suite,3,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,nothing.,It is located just next to King Street subway station and very near to Eaton Centre. The room was spacious with a nice view of the city and lake. The bed was comfortable. The staff at the concierge were very helpful and patient.,10.0,May 2023,"May 17, 2023",Tower Deluxe Suite,6,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Great location, service and lovely lobby",See above,"Great location, lovely lobby and bar. Good, friendly staff.
Pull out couch bed very uncomfortable.I didn’t feel there was enough mugs, tea, coffee and condiments.",8.0,July 2022,"July 28, 2022",Tower ONE Suite,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Nice centrally located hotel, staff friendly and would recomend",Liked eveything,"Good location, great size room/suite and great views, nice bar area, friendly staff",10.0,July 2022,"August 18, 2022",Tower Premium Suite,3,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Nice hotel in convenient location,The main entrance is actually on Melinda St so that was a little confusing when first arriving but not a big deal,"Convenient location, comfortable bed, friendly staff, spacious room",9.0,May 2024,"May 6, 2024",Tower Deluxe Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Short, excellent stay",All good,"Room, building, staff,  location",10.0,January 2023,"January 5, 2023",Historic Studio Suite - Interior View,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,the building and rooms and location. staff was amazing,10.0,July 2022,"August 8, 2022",Historic Double Suite,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Comfort and views of the city,Our trip to Toronto was too short.,"A wonderful welcoming from reception on arrival, informing us about the facilities of the hotel.
We had a fabulous, spacious room on the 42nd floor. You could sit and enjoy the beautiful views around Toronto.
We arrived by train with a 5 minute walk to the hotel. 
A great location to head out to see the sights of Toronto.
The concierge was knowledgeable and very helpful.",10.0,July 2022,"July 22, 2022",Tower ONE Suite,2,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
totally worth the stay from cleanliness to accommodation to staffs d location n Toronto it’s simply the best ..wish I co,everything was perfect,"location cleanliness facilities staff 
it was just perfect wished I could have stayed longer!",10.0,February 2023,"March 10, 2023",Historic Double Suite,2,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Excellent hotel,"Aircon was the type that goes off when temperature reached, then comes on again later. A little disturbing.","Excellent  suite with Lake view. Comfortable sofa, and armchair. Full kitchenette,  with washing machine and dryer. Coffee machine. Good size bathroom,  with bath. Plenty of towels. Central location, direct access to subway from lobby. Streetcar outside door. Helpful staff throughout,  and very good value.",9.0,April 2024,"April 18, 2024",Tower Premium Suite,4,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
clean spacious room in a great location,,"good location , spacious clean room , friendly staff",9.0,June 2022,"June 18, 2022",Tower Deluxe Suite,2,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Gorgeous tower one suite, upscale experience","Only thing was that there could have been a few more tea coffee cream / milks so there would be enough for more than 1 cup of coffee. Otherwise everything else was spot on, no issues.","Beautiful view of lake and city in spacious tower one suite, very friendly efficient check in & check out..gorgeous modern room and extremely comfortable bed. Amazing lobby bar & ambience. Overall great stay for a wonderful getaway to downtown.",10.0,February 2023,"February 6, 2023",Tower ONE Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
brilliant place to stay,,The bed was very comfortable the room was spacious and very clean Location in the  heart of the City. The staff are very  helpful  the resturant is good . We would definately stay again.,10.0,March 2024,"March 31, 2024",Tower Premium Suite,3,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Purrrfect Location!,,"Location Location Location!!!
Friendly Hotel Staff, Clean Rooms with Beautiful Lounge!!",9.0,August 2022,"August 22, 2022",Historic ONE Suite,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Wonderful,,"Great space, very comfortable bed and pillows, lovely staff, clean and the best location.",9.0,September 2022,"September 4, 2022",Historic Superior Suite,2,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Excellent downtown Toronto hotel for price, amenities , and location.",,"Location, cleanliness, friendly staff, ease of parking, comfortable beds, big bath tubs",10.0,July 2023,"July 11, 2023",Historic Superior Suite - Interior View,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,"Overall experience, we really enjoy our stay here. The location, the cleanliness, the staffs.. we love everything here. Especially the cozy ambiance of the resto in the lobby. We'll be back for sure",10.0,May 2022,"May 29, 2022",Historic Superior Suite - Interior View,2,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,Would of liked a pool area,"Great vibe in the hotel lounge and bat area's , very friendly and helpful staff. Great location and fabulous comfy rooms.",10.0,May 2024,"May 6, 2024",Historic ONE Suite,2,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Stunning space and equally stunning view,,Location was great. Room was spacious and very clean. Staff was exceptionally courteous and friendly.,10.0,September 2023,"September 9, 2023",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Amazing city views and central location!,"I think the coffee machine should be more modern not Nespresso  but a more modern filter coffee machine, the coffee bag thing was no good. Also they don’t mention in the listing about the sauna or show it on the photos otherwise I would have gone and brought my swimsuit so please update your listing. Otherwise everything was perfect and I recommend the place!",It was a great location close to everything and Union station. I liked that it’s an apartment hotel so it was good to have the kitchen. I was on the 35th floor and the views were breathtaking even from the bathroom and bathtub! The bed was super comfortable and it was a very spacious room! I would definitely stay here again and the staff were friendly and efficient.,10.0,December 2023,"December 19, 2023",Tower Deluxe Suite,3,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Worth the money.,No pool. Nothing else bad to say!,"Great location - less than 10 minute walk to Scotiabank Arena. 
Great valet service.
Fancy lobby with kind, helpful staff and hotel bar open until 1 am.
Clean, chic room and comfortable bed with nice view from room.",8.0,July 2022,"July 8, 2022",Tower Deluxe Suite,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
I have shared my wonderful experience with others.,Can't think of any.,"Location is perfect in downtown Toronto. The room was very spacious with kitchenette facilities and amenities. I love the bed. Soft and firm. 

Reception staff was handled well by Amira (?), a Filipina. My daughter and I were most impressed by Monique, and other Concierge staff who too care of our need to leave our bags after checkout before our evening flight.",10.0,July 2023,"August 4, 2023",Tower Deluxe Suite,2,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Great central hotel.,Nothing.,"Great central hotel. Within walking distance of the train station. Very nice large suite with fabulous views towards the lake (28th floor). Everything you could need including a washer/dryer which was useful to us. Reception staff assisted us with washing power really promptly too. Very clean and tidy everywhere. It's a beautiful building with polished brass rails and looks immaculate. Also loved that the Ritual Cafe was attached to the hotel, which was great for a morning cappuccino with croissant. The cafe staff were excellent, really friendly and quick. Even remembered our order by day 3! The Tellers bar was also very good. We enjoyed eating here, again the servers were attentive and helpful. Great music evening on Thursday.",10.0,May 2023,"May 20, 2023",Tower Premium Suite,4,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,I can’t fault this place.,"A classic hotel with mini suites in the tower, which enjoy amazing views, and are actually very good value for central Toronto. Great location right beside a Metro station - and you can access Toronto’s underground PATH system directly from the basement, where you can walk 2.5km of indoor eateries, shops and upscale malls throughout the city.
Rooms are spacious and clean, with quality linens and towels, but what makes this place stand out are the tremendous staff members. Every single person we encountered was unfailingly helpful, friendly and willing to go the extra mile without being asked. A fabulous place. We came for one night, and ended up booking for ten!",10.0,August 2022,"September 1, 2022",Tower ONE Suite,3,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Best Stay in Toronto,"There wasn't really anything to point out negative.  Toronto is a pricey city to visit.  I can't complain about the high price of hotels, as this was the more affordable hotel downtown.","This hotel is on my top 10 hotels list.  I was pleasantly surprised at every turn.  It's in a great location.  The staff were 5 star.  Any help I needed, they were there with a smile.  The rooms were clean and spacious.   They had all the amenities and more.  The room design in the tower was not your contemporary rectangle set up.  It was open and felt more like home, with multiple views of the city.",10.0,June 2024,"June 3, 2024",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
I can’t wait to stay again!,Nothing,"Amazing location, perfect service from staff, nice gym facilities, lovely size room. Modern decor and cool bar.",10.0,July 2023,"July 15, 2023",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,I was happy with everything to be honest.,I really liked the room layout and facilities. The bed was very comfy and staff very accomidating and friendly. The location is also great.,10.0,October 2021,"December 1, 2021",Historic Superior Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
A nice place to stay to explore TO,,"We came for the P!nk concert and our first visit outside the Toronto airport.    It’s conveniently located, clean, and staff very friendly.   We also loved finishing up our day at the Tellers Bar!  it was a fun place to hang and unwind and bar tender was great!",10.0,August 2024,"August 16, 2024",Historic Superior Suite,3,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Simply the best,,"Only one night but truly amazing!  Very helpful reception desk staff and concierge. Great window view and building's architecture. Well distributed, comfy, clean suite.  ( we were upgraded).
Everyone is so kind,  Canada.❤️ I was really sad about leaving the place.",10.0,February 2024,"February 29, 2024",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Wonderful,,"Excellent location. Friendly and helpful staff and good service. Room was spacious and well equipped. 
Would stay there again in a heartbeat :)",9.0,May 2024,"June 1, 2024",Historic Superior Suite,4,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
a wonderful stay in a wonderful city.,nothing in particular.,"good location, helpful and friendly staff, room was made up every day despite COVID restrictions experienced at other hotels. room was clean and  spacious and the bed very comfortable.",9.0,November 2021,"November 30, 2021",Historic Studio Suite,5,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,,The location at the junction of King and Yonge was marvellous.  The staff were always helpful and our room was spacious.,10.0,August 2023,"August 18, 2023",Tower Deluxe Suite,4,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Nice hotel in Toronto,Nothing!,"Nice big rooms, quiet, good facilities in room with kitchen. Staff at hotel very nice and friendly. Location good, can walk all around Toronto from here as a base.",8.0,April 2022,"May 7, 2022",Historic Double Suite,3,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Staff very welcoming and friendly.  Rooms spacious and comfortable.  Great Location,Had a studio and there was only 1 chair for two people and no table.,Staff very welcoming and friendly.  Rooms spacious and comfortable.  Great Location,9.0,August 2022,"August 3, 2022",Historic Studio Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Great Location!,,Beautiful and spacious rooms. Very clean. Friendly and helpful  staff . Location was excellent.,10.0,June 2022,"June 30, 2022",Historic Studio Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Welcoming staff, location close to daily errands and night life",All was great,"Spacious room, friendly staff, excellent location",10.0,February 2022,"May 3, 2022",Historic Superior Suite,3,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Exceptional,As expected a bit expensive.,"Gorgeous Place to stay! Rooms were huge and comfortable. Great Location walking distance from many options, CN Tower, Parlament, etc.  Safe surrounds, good attended at the bar, particularly for the bartender of Cuba, nice guy, unfortunately I forgot his name.",10.0,July 2024,"July 8, 2024",Tower Deluxe Suite,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
A computer glitch ended up causing me a bit of a problem and the staff worked diligently to rectify,,"Beautiful rooms and great location. A computer glitch ended up putting a stitch in my side and the staff worked quickly and diligently to rectify the situation.  Friendly, accommodating and helpful staff. Spent some time at the bar where the bartenders gave us plenty of ideas on how to spend our evening. Very happy with our stay.",7.0,June 2022,"June 30, 2022",Historic Studio Suite - Interior View,1,Group,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Great location and amenities,,"Excellent location, really convenient and close to everything we wanted to see and do, all of which were within a 15-20 minute walk (CN Tower, Rogers Stadium, ferry to Toronto Island, etc.). 
Staff were friendly and helpful. 
Room was clean, very comfortable, spacious and included a useful kitchen area.  
Would definitely stay here again.",10.0,July 2023,"July 27, 2023",Historic Double Suite,3,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Loved seeing Adriana again with a smooth check in. Hotel guests were so nice and happy!!,,"View from room. Comfy duvet, pillows and robes. Friendly staff. Happy hotel guests in the elevator!!…means we’re all glad to be staying at One King West!",9.0,December 2022,"December 3, 2022",Historic Studio Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Wonderful,,Great Location and staff. Super Clean. The room was way bigger than I expected. Starbucks close by and great brownie/ice cream from the lobby bar,9.0,December 2022,"January 23, 2023",Tower Deluxe Suite,1,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Wonderful,"Not a whole lot to dislike about this place, will be returning","Great location, helpful staff, comfortable rooms, great spa and gym.",9.0,May 2022,"May 4, 2022",Tower Deluxe Suite,2,Couple,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Amazing city views and central location!,"I think the coffee machine should be more modern not Nespresso  but a more modern filter coffee machine, the coffee bag thing was no good. Also they don’t mention in the listing about the sauna or show it on the photos otherwise I would have gone and brought my swimsuit so please update your listing. Otherwise everything was perfect and I recommend the place!",It was a great location close to everything and Union station. I liked that it’s an apartment hotel so it was good to have the kitchen. I was on the 35th floor and the views were breathtaking even from the bathroom and bathtub! The bed was super comfortable and it was a very spacious room! I would definitely stay here again and the staff were friendly and efficient.,10.0,December 2023,"December 19, 2023",Tower Deluxe Suite,3,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
Lovely room with a view,,"Beautiful building in great location - perfect for Union Station. Great room in tower, stunning view. Well equipped kitchen, lovely toiltries. Very comfortable and clean. Staff friendly. Easy checkin/checkout. Recommended",9.0,June 2022,"June 20, 2022",Tower Deluxe Suite,1,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
"Great stay in downtown Toronto. Well located, comfortable hotel. Would stay again.",The heating/ventilation system was quite loud,"Great hotel, great location. Comfortable bed.  Kitchenette was good but was missing some essentials like kitchen towel or soap and minimal dishes (two plates, two glasses). Access was easy. Lobby staff attentive. Valet parking was good.",8.0,November 2023,"December 5, 2023",Historic Studio Suite,2,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0003170561866901131
