Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
"Overall good, but I would prefer other hotels for the same price.","The room was small and did not have kettle, cups and insufficient storage space for 2 people. The toilet flush started leaking but fortunately it was during the check out time.",The rooms were clean and the breakfast spread was good,5.0,April 2023,"April 11, 2023",Standard Double Room,2,Couple,8,1,1,0,1,0,0,1,0,0,0,0.0016351983477613271
Good,"The accomodation seemed low-budget compared to what we expected from Ibis. The pillow had a strange smell, we got only one towel per person (but got more on request), there was a paper cup for the toothbrush in the bathroom but not for environmental reason as it contained plastic as well. There was a huge gap under the bathroom door.","The hotel is near to a Sintra line station, there is a plenty of restaurants nearby. Bed was comfortable.",7.0,May 2022,"May 31, 2022",Standard Double Room,3,Couple,8,1,1,0,1,0,0,1,0,0,0,0.0016351983477613271
Exceptional,,Great service and everything is so clean! The location is near the metro so you are in the center of the city in 7 minutes. The station is Praca de Espana so you can find it easily!,10.0,May 2022,"May 26, 2022",Standard Double Room,6,Solo traveler,8,1,0,1,0,1,0,0,0,1,0,0.0016344172802670136
Good. But could be better service.,"I could hear people in the next room. I had booked included breakfast for everyone and the email I received from you said so but the lady at the counter did not acknowledge it. She said it was not in her records. I think that if my email said so, the hotel should have acknowledged it and included breakfast instead of insisting so much and make me pay. At the end I gave in and paid for breakfast at the counter even though I think it wasn’t fair but I was very tired. Just wanted to go to bed.",Breakfast great. Great beds.,6.0,October 2021,"October 11, 2021",Standard Double Room,1,Group,8,1,1,0,0,0,0,1,1,0,0,0.0016324435077653804
A great stay,"There was no kettle in the room, as we arrived late we had no way of making a drink. I don't know if this is usual or whether it is because of covid.",Perfectly clean room and super comfy bed. Nice breakfast.,8.0,April 2022,"April 17, 2022",Standard Double Room,1,Couple,8,1,1,0,0,0,0,1,1,0,0,0.0016324435077653804
Good,Bar staff.noise from the airport,Breakfast was good.bed was comfortable.bar staff were a little offish.,7.0,November 2023,"December 17, 2023",Standard Double Room,7,Couple,8,1,0,1,1,1,1,1,0,0,0,0.0016280779082311276
Comfortable hotel with good amenities close to the airport,Noise from other guests going to their rooms,"Comfortable room, parking in front of hotel, easy walk to restaurants",9.0,June 2024,"June 28, 2024",Standard Twin Room,1,Couple,8,1,1,1,1,0,0,1,0,0,0,0.0016256860983239038
"Given the price and the location, I strongly recommend this hotel for short stays.",The bed could have been a little more comfortable. The mattress felt old and too soft.,"The breakfast was excellent, well beyond my expectations. Diverse and with lots of different choices, including fruit. The friendliness of the staff was a very welcome extra.",9.0,January 2024,"January 8, 2024",Standard Twin Room,1,Family,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821676
Overall it was good to stay. I would stay there again and recommend it. Good price for value,There was no fridge in the room. They said it is the same for all Ibis hotels around. I had some water or fruits which were allowed to take to the room but there was no fridge for them. When it is summer it might be a problem not to have a cold water at least.,5-7 mins walk to metro station. Breakfast was good. Staff was very kind and friendly.,8.0,March 2023,"April 19, 2023",Standard Double Room,3,Solo traveler,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821676
All in all a good place to stay.,"Small bedroom
A bit noisy from planes.","The staff were amazing.
The breakfast was tasty and plentiful
Close to metro station to downtown",7.0,September 2023,"September 5, 2023",Standard Twin Room,5,Family,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821676
"Great for one night, close to Bus terminal","Rooms are very small and old. Nothing to feel comfortable or to come back for a longer stay. Good enough for one night, as it is very close to the Rede Expression bus terminal to get to other destinations in Portugal.",Staff was really nice and breakfast was great and plenty!,5.0,April 2024,"May 2, 2024",Standard Double Room,1,Couple,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821674
Hardly I will come back again,Very small and uncomfortable room. Ridiculous bed. The metro station close to the hotel didn't work and the receptionist didn'tell me anything even if I asked something about it.,The breakfast and the receptionists,3.0,August 2022,"August 23, 2022",Standard Double Room,4,Couple,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821674
I recommend this not only for budget-conscious travelers,the beds were too narrow. but it's negligible,price. Good value for the price. Staff very nice and helpful. I also loved the breakfast. The hotel makes an effort to serve fresh food: you can make freshly-squeezed orange juice and even pancakes. They also have a wide array of fruits and a GrabnGo coffee. I like that hotel makes you feel that you get so much more than what you paid for. It gives guests a good feeling.,8.0,September 2022,"September 22, 2022",Standard Twin Room,3,Group,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821674
Very Good,you can easily hear everything that happens next door due to the common door in the room,the staff is very helpful and the hotel is located in nearby a park and restaurants,8.0,October 2022,"October 14, 2022",Standard Twin Room,1,Solo traveler,8,0,1,0,0,1,0,1,0,0,0,0.0016249451816821674
Pleasant,"breakfast, room equipments",breakfast and room facilities could be much more better,6.0,September 2022,"September 16, 2022",Standard Double Room,3,Couple,8,1,1,1,0,0,0,1,1,0,0,0.001623221975433641
Pleasant,"noisy, a little bit far from the town centre, the staff is not very welcoming.","the hotel is located 20min from the centre of Lisbonne by metro (1,5 euros for a ticket). it’s also close to the airport so noisy during the day. other than that, the hotel is clean, the rooms are well-equipped, the staff is not smiling but they’re still nice, there is a bar and a restaurant in the hotel and the breakfast is nice and the food is OK.",6.0,September 2022,"September 19, 2022",Standard Double Room,5,Couple,8,1,0,1,0,1,1,1,0,0,0,0.0016181309398825342
Very enjoyable 3 night stay. Basic but used as a base for sightseeing.,"We did have to change rooms; problem with flush on one of the toilets and no air conditioning, but no issues to change rooms.","Very reasonable, good location and clean throughout. Sheets and towels were replaced daily.",8.0,August 2023,"September 1, 2023",Standard Double Room,3,Family,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
reasonable prices,small rooms very hot and noisy due to roads and aircraft,clean and central for our neads,5.0,December 2022,"December 22, 2022",Standard Double Room,3,Couple,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
it’s a great location form the city centre. staff are okay rooms are small.  for the first time in my life I have not cl,small room missing basic amenities like kettle cups dental kit.,"the location is good, clean rooms",6.0,October 2022,"October 16, 2022",Standard Double Room,3,Group,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
Ok stay for two day,the room was relatively small considering the price,"The location was good, with easy access to the metro.  The hotel was very clean; the bed sheets and bathroom were refreshed daily. I found this unsustainable, as I am staying solo in the room.",7.0,September 2023,"November 17, 2023",Standard Double Room,4,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
It was clean so that’s ok,"Didn’t like the style of the room, too small with no light",Location and cleanness,7.0,May 2023,"June 3, 2023",Standard Twin Room,2,Group,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
Good,The bedding was not very soft and the duvet cover was not well fitted. The Wi-Fi is extremely patchy.,The location is great and the shower is quite good.,7.0,May 2023,"May 4, 2023",Standard Double Room,3,Couple,8,1,1,0,0,0,0,0,0,1,0,0.001610456140719107
Hotel & staff  & food all great. Location bad.,The location rough part of town. Sketchy people not comfortable walking around once dark.,"Excellent staff, very nice, clean hotel. Superb breakfast with lots of choices.",8.0,October 2023,"October 5, 2023",Standard Twin Room,2,Group,8,1,0,0,0,1,0,1,0,0,1,0.00160203441162978
"great stay, very recommended",the location but I was staying in that zone because of a specific reason.,"it was very clean, it offered 24 hour service of food and beverages.",10.0,August 2022,"August 28, 2022",Standard Double Room,5,Couple,8,1,0,0,0,1,0,1,0,0,1,0.0016020344116297798
Nice!,"There was nothing really to complain. The location is not really central but you have very good public transport nearby so this is not a deal.
Yes, there might be some air traffic noise but it did not bother me at all.","This is a good standard franchise hotel. I felt very safe, it was clean, the bathroom was in a good condition and the room had a good size. Of course, this is not 5* high end luxury but what you get is a good value.
For me, breakfast has a good standard, the staff took good care and everything looked fresh. I would book again!",8.0,November 2022,"November 3, 2022",Standard Double Room,2,Solo traveler,8,1,0,0,1,1,0,1,0,0,1,0.0016002121109876058
Good Ibis hotel,"It is located a little outside of the City Center but there is a metro station right next to the hotel. It is also directly in the starting and landing zone of the airport. However the windows are pretty well insulated, so the noise is durable.",Simple but big and comfy room. The breakfast was very good with fresh Orange Juice. The staff was helpful.,9.0,September 2023,"October 12, 2023",Standard Double Room,3,Couple,8,1,0,0,1,1,0,1,0,0,1,0.0016002121109876056
Not worth the room price,Rooms. We were 3 in a double room and there was literally no space to move up even opening our bags.  It wasn’t worth the money we spent at all.,"Breakfast (9 euro each), bar, staff",6.0,August 2023,"August 5, 2023",Double Room with Extra Bed,2,Family,8,0,1,1,1,1,0,1,0,0,0,0.001591877989587872
Very Good,"Did not have a small refrigerator. It is really needed for summer, especially after walking in a hot summer day and you return to room and do not have some cold drinks.","The location, the room",8.0,July 2022,"July 27, 2022",Standard Double Room,5,Couple,8,1,1,0,0,0,0,0,1,1,0,0.00158209701355084
Reasonably priced hotel in decent location,"the walls seem to be paper thin so if someone sneezes on your floor, you’ll probably hear it. Additionally, the bar is nice but it seems to be permanently understaffed and overwhelmed by the hordes of annoying tourists ready to jump in from of you and pretend they came first","the staff was very friendly, the rooms are simple yet comfortable and the location is ok - not too far from public transport, etc.",6.0,May 2023,"May 31, 2023",Standard Double Room,4,Couple,8,1,0,0,0,1,1,0,0,1,0,0.0015764055516175298
Good,room is very small,"friendly staff, location, reception",7.0,September 2022,"September 20, 2022",Standard Double Room,1,Solo traveler,8,0,1,0,0,1,0,0,0,1,0,0.001566811276196957
Exceptional,The room did not have a mini refrigerator.,The front desk staff were very helpful with answering our questions and providing ideas (Ishmael... not sure if that's the correct spelling) on places to visit. The hotel was in a great location near the metro and train station.,10.0,January 2023,"January 25, 2023",Standard Double Room,2,Family,8,0,1,0,0,1,0,0,0,1,0,0.001566811276196957
Very goo,"Room was quite small and basic, but comfortable for the price",The price and location and the staff were excellent especially on the front desk,8.0,July 2024,"July 19, 2024",Standard Double Room,1,Solo traveler,8,0,1,0,0,1,0,0,0,1,0,0.001566811276196957
Wonderful,"Not much to complain, I just think a fridge would be nice to have in all rooms as well as a power outlet by the bedside table.","Staff is really friendly and helpful. 
The Location is great because you aren't in a too touristy area but can easily get to the city centre via Metro.",9.0,July 2024,"July 27, 2024",Standard Double Room,4,Solo traveler,8,0,1,0,0,1,0,0,0,1,0,0.001566811276196957
Wonderful,Nothing,"Staff were really friendly and welcoming!
Room was nice, quiet and the bed was comfy.",9.0,March 2024,"March 14, 2024",Standard Double Room,1,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Wonderful,Nothing comes to mind.,"The staff is friendly, and the layout of the room has a good work/desk area.",9.0,May 2024,"July 31, 2024",Standard Double Room,1,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
One more perfect stay.,,"I had to stay overnight in Lisbon due to an unexpected and forced stopover.
Having been a guest at this hotel 3 times in the past, this was my best option to stay.
And of course, it didn´t disappoint. 
The hotel is great, and the staff makes it even more wonderful. 
An extra word for the mattress...... I came so tired, and the bed was so perfect, exactly what I needed to rest.",10.0,October 2021,"October 22, 2021",Double Room with Extra Bed,1,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Great,,"The staff was very friendly and resourcefull , room was clean and beds were comfortable",10.0,April 2022,"May 3, 2022",Double Room with Extra Bed,1,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
"Helpful staff, reputable hotel, we loved it.",,"The staff is very nice, the room is quiet (except for the drunk neighbor, but this is not the hotel's fault). Bed is comfortable, room is clean.
The luggage storage is safe, not just a room that anyone can enter. There is a train station nearby (in the direction of Sintra) and several metros are a few minutes' walk away. We only used it for sleeping because we were in town all day.",9.0,October 2022,"October 27, 2022",Standard Double Room,4,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
good,The card key kept not working - needed to recharge it every day,Room and staff,7.0,December 2023,"January 18, 2024",Standard Double Room,5,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very Good,,Staff is young and very attentive. Friendly approach. Rooms fairly clean. Towels changed every day. Soundproof windows (no noise from the street).,8.0,April 2022,"April 13, 2022",Standard Double Room,6,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Good value for money in a friendly hotel.,It's directly beneath the airport flight path. The ventilation was not so good which required opening the window and letting in the roar of the planes. Fortunately they didn't fit all night.,"Friendly helpful staff.
Clean room.",7.0,February 2023,"February 21, 2023",Standard Double Room,2,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Exceptional,Nothing,"Loveky clean hotel, staff were lovely",10.0,June 2024,"June 7, 2024",Double Room with Extra Bed,1,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Wonderful,,"Modern hotel, with a young and friendly team. The hotel is clean, and very good for those passing through, as it is close to the Sete Rios train and bus terminal. Good price/quality ratio.",9.0,December 2023,"January 3, 2024",Standard Double Room,1,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very Good,,Very clean. Pleasant staff at reception,8.0,April 2024,"April 2, 2024",Double Room with Extra Bed,1,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Disappointing,"Someone stole my backpack inside the hotel with passport, documents, money and laptop. There was only one useless camera in the hotel, so we could get nothing and couldn't help the police at all. Only good luck helped me to find the backpack (without money of course)",Cleaning lady and the staff were perfect,4.0,May 2023,"May 4, 2023",Standard Double Room,15,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Fair,"Burger tasted like it had been cooked over and over, it was like a biscuit, it definitely wasn't a freshly cooked burger.","Check-in staff very nice and professional. Comfortable bed.
Clean room",5.0,April 2023,"April 21, 2023",Standard Double Room,1,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Exceptional,,"I was travelling with my small dog and everyone was so friendly to him and even provided a pet-box with some toys and plastic bags for dog's toilet.
I had to prolong my stay for one more night in the very last minute and i was given the same room i was staying. It required some re-arrangement from reception, but they kindly did it.

Thank you to this lovely hotel and employees to make my stay so comfortable and for your attention to my dog!",10.0,May 2022,"May 17, 2022",Standard Double Room,1,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very Good,,"Very friendly and helpful staff, comfortable and clean room.",8.0,June 2024,"July 1, 2024",Standard Double Room,5,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Recommend for a quick stay in Portugal!,,The staff were friendly and kind. I called to ask questions over the phone and they were able to answer all my questions. The lady I spoke to over the phone was very sweet. The whole staff spoke English so that was helpful. They do luggage storage. The room is a decent size for the prize you pay. It was clean and the bathroom was a good size. There’s no air conditioner but it wasn’t extremely hot when we were there so it wasn’t a big issue. We also walked around the hotel and it felt safe. There was a mini park close by in the back. It’s the staff that makes this place worth it.,8.0,March 2023,"April 11, 2023",Standard Twin Room,1,Group,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very satisfied with our stay,we had to get used to walking up the hill but we managed just fine,"friendly and courteous staff , cleanliness , quiet fir a good night sleep and close to the metro station",9.0,May 2023,"May 12, 2023",Standard Double Room,10,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very helpful staff. Room very good. Location good close to Metro only fault was the pillows.,Pillows terrible,Staff excellent. Room very good.,9.0,June 2023,"June 18, 2023",Standard Double Room,2,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Great stay near the airport,"No complaints, just a heads-up that this might be ""far"" from the city centre. However you have the metro right a few meters away that takes you to the centre in no time. It's great that this is closer to the airport, you get there in less than 15 min.",The staff was super friendly and the cleanliness of the place was remarkable. The room in which I stayed was small but good enough for a few days. The beds were super comfortable.,10.0,May 2024,"June 26, 2024",Standard Twin Room,3,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
All good no problem at all,I’m happy aboat everthing in the hotel,Cleaner staff work very good thank you very good services for everthing,10.0,February 2024,"February 29, 2024",Standard Double Room,1,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
perfect one night stay to relax and rest before the second leg of my journey,nothing this time round,"extremely clean room, I felt safe
perfect welcome, helpful friendly reception staff",9.0,December 2021,"December 16, 2021",Double Room with Extra Bed,1,Solo traveler,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Wonderful,Nothing.,"clean, fresh looking and staff very friendly. Enjoyed the USD port.",9.0,November 2021,"November 16, 2021",Standard Double Room,1,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very Good,,"Our go-to chain of hotes. Clean, comfortable beds and dog friendly.",8.0,July 2023,"July 14, 2023",Standard Double Room,1,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very happy,,Friendly and helpful staff. Very clean and modern. Would definitely recommend this hotel.,10.0,September 2023,"September 14, 2023",Standard Twin Room,2,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Exceptional,,"Nice clean room, the reception staff were very helpful and always greeted us with a smile. They also gave us maps for the metro and helped to print some documents. Around the corner from a metro station. Will book again if returning to Lisbon for a holiday.",10.0,September 2022,"September 25, 2022",Standard Double Room,3,Family,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Pleasant,T,"The outdoor terrace is nice for sitting, the staff are friendly, and the room is clean.",6.0,June 2023,"June 28, 2023",Standard Twin Room,2,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Very Good,"The shampoo bottle was empty, pillows not very comfortable.","It was good for one night stay, simple and clean.  Very friendly reception guy, gave some good tips for the upcoming road trip.",8.0,September 2022,"September 14, 2022",Standard Double Room,1,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Exceptional,,"Staff were extremely friendly and helpful, and the room was nice and clean.",10.0,September 2023,"September 26, 2023",Standard Double Room,5,Couple,8,1,0,0,0,1,0,0,0,0,0,0.0015642933887547574
Great Ibis hotel,"The hotel is located right in the middle of the starting and landing zone of the airport. At times it can be a little noisy, but the windows had pretty good insulation.","Quick Check-in and Check-out. The breakfast was good, you can make fresh Orange Juice. The room was pretty basic, but clean and you had everything you needed. The hotel is located outside the City Center but there is a metro station 2 minutes away.",8.0,September 2023,"October 12, 2023",Standard Double Room,1,Solo traveler,8,1,0,0,0,0,0,1,0,1,0,0.001554002512652292
Very Good,,"We really liked the great location, the comfortable room, and the excellent shower. The restaurant has great late-night food!",8.0,April 2023,"April 5, 2023",Standard Double Room,3,Couple,8,1,0,0,0,0,0,1,0,1,0,0.0015540025126522918
that was nice in general,would be nice if there is a little fridge.,"the view from the top (14th floor) was great, and provided daily clean, which was nice! closed to the metro station and having a lot of nice local restaurants nearby.",7.0,July 2022,"July 25, 2022",Standard Double Room,4,Couple,8,1,0,0,0,0,0,1,0,1,0,0.0015540025126522918
Great,Nothing,"The check in, the room . The Wonderful breakfast . All was great. Price , location",10.0,July 2022,"August 3, 2022",Standard Double Room,1,Family,8,1,0,0,0,0,0,1,0,1,0,0.0015540025126522918
"If you're on a budget, it's a no-brainer to select this hotel",,"Room cleaning every day alongside new towels. Great location 5mins from metro station. Quiet place, but airplanes flying from/to airport can be heard (not an issue). Breakfast was great with an even better price.",9.0,July 2022,"July 19, 2022",Standard Double Room,9,Couple,8,1,0,0,0,0,0,1,0,1,0,0.0015540025126522918
Our stay was perfect.,Really can’t say we didn’t like anything.  Everything was good.,Location was close to train station.  Hotel was clean and comfy.  Breakfast was good and very convenient,10.0,March 2024,"March 6, 2024",Standard Double Room,2,Couple,8,1,0,0,0,0,0,1,0,1,0,0.0015540025126522918
As expected from Ibis Hotel,"Electric kettle for hot drink in winter?
A signage to where the lift is located in the parking lot?","Near metro blue line Praca de Espana (no lift/elevator available in this station, only stairs), then 5 minutes on foot to hotel. 
Entry via the parking gate (back entrance?) and take lift to hotel lobby. We were lucky that a woman showed us where the lift is located in the parking lot.
Room amenities: standard of Ibis hotel 
Nearby: a small park, restaurants (most closed on Sunday I think), Auchan minimarket",9.0,January 2023,"February 1, 2023",Standard Twin Room,4,Family,8,1,0,1,1,0,0,1,1,1,0,0.0015516939037721583
Really good,"The room was very hot and because it was winter, the air conditioning was not on. This caused some discomfort as it put us into the dilemma of either sleeping in a very hot temperature or open the window and try to sleep in a very noise environment as the hotel is right on the airport flight path.","Great staff! The staff was very helpful and took the time to assist us with requests, give us pointers about the neighbourhood, tourist attractions and means of travel around the city.",10.0,January 2024,"January 16, 2024",Double Room with Extra Bed,3,Family,8,0,1,0,1,1,0,0,0,1,0,0.0015470519576074272
Very Good,"Place is good but public transport did not work properly this time. So it was quite tricky during the first day to get where we want. And what was surprising, hotel staff knew nothing about the public transport issues: they gave wrong number of the bus, said that we have to take the subway train from the station that is closed. So we used Bolt.","Place, breakfast, clean rooms, helpful staff.",8.0,November 2021,"November 20, 2021",Standard Double Room,5,Family,8,1,0,0,0,1,1,1,0,0,1,0.0015441323180926938
Did not sleep due to heat and noise. Would not recommend unless airconditioning becomes available.,"We paid for a room with airconditioning and upon arrival were told this means you can 1. turn up the heater or 2. open the window (only a few centimeters, also the noise from outside is too loud). 

We hardly slept during our stay as the room was crazy hot in February (30+ degrees, even when we kept the curtains shut all day). I can't imagine how this hotel is in the summer. We complained more than once and were told to come back later. As the reason for our stay was a family urgency (as explained at reception) this was less than ideal. We were compensated with 25,- in Wallet credits which is a bit absurd considering the total costs. 

Also, the hotel is pet friendly but upon arrival I was told to pay a supplement of 15,- a day which should've been mentioned in the property description. The receptionist at the time was friendly enough to give the last day supplement free.","Location is not central, but easy enough to travel to different places in Lisbon. Room is small, but spacious enough, good bathroom.",4.0,February 2023,"February 28, 2023",Standard Double Room,5,Family,8,1,1,1,1,0,1,0,0,1,0,0.001542665291555886
"Affordable but comfortable, really recommend this hotel for anyone looking for a city break in Lisbon.","There could have been more amenities in the room, especially an Iron and Ironing board. TV was also limited in what channels were available especially in English.","affordable hotel with a well equipped bar on the ground floor, the bar was also reasonably priced which was nice. Staff were helpful and friendly. Hotel located near a metro station which was convenient.",8.0,September 2022,"September 14, 2022",Standard Twin Room,5,Family,8,0,1,1,0,1,0,0,0,1,0,0.001542369171031533
Pleasant,"do see above for an over all summary. #
dont hire a large car - the hotel parking is very tight!!!!","the hotel is in the suburbs away from the interesting old town. a real nightmare to drive in Lisbon so we did use the very efficient metro/bus day tickets, parking is hideous!! the hotel was clean, tidy, no real facilities, a small bar/and i would say cafe style restaurant with 'ting' food. not many local restaurant options. no views - other than high-rise and under the flight path to the airport. slept ok, rooms small but adequate, no tea/coffee facilities. the breakfast was good - not much cooked stuff (much to husbands disappointment) but continental- buffet was fine for me.  OK but i probably would use it again as having explored there are other areas more central i would choose. it is also in the middle of a load of medical facilities if you are doing medical tourism!! :)",6.0,April 2023,"April 14, 2023",Standard Double Room,4,Couple,8,1,0,1,1,0,0,1,0,1,0,0.0015369225003261937
Great starting point for exploring Lisbon.,Nothing in particular.,"Like all Ibis hotels, this one offers a pleasant stay within a budget. The room was neat and well-kept, and the breakfast offered a great variety of choices. The hotel offers secure parking for a fee and is conveniently located near a metro station, providing easy access to the center of Lisbon.",9.0,August 2024,"August 19, 2024",Standard Double Room,2,Family,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138574
"Basic, clean hotel close to Sete Rios bus and train stations and fairly handy for the airport","Avoid high floors (planes approach overhead).
No fridge or kettle","Handy location for Sete Rios train and bus stations. Airport about a 18 Euro taxi ride away.
Good large shower, comfortable bed, WiFi OK.
Nice, good value breakfast.
Good little Japanese restaurant just down the road",8.0,June 2023,"July 14, 2023",Standard Twin Room,1,Couple,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138574
Very Good,,"Strong points: cleanliness of the room and the bar/restaurant open 24h with a decent selection of food and drinks. The location is very convenient, within walking distance to Metro São Sebastião, the El Corte Inglés shopping mall and the Humberto Delgado Airport (13 minutes by taxi or 23 minutes by metro).",8.0,February 2023,"February 2, 2023",Standard Double Room,1,Group,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138574
very nice :),,"The hotel has complete facilities and convenient transportation. There’s a 24-hour restaurant, which was my favorite. The room was neat and clean. A pleasant stay.",10.0,June 2024,"June 6, 2024",Standard Double Room,2,Couple,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138572
Exceptional,,"The hotel is very well located, with an excellent view in particular from the top floors, the rooms are comfortable though not very large, and the breakfast is excellent. I particularly liked the scrambled eggs (the boiled eggs are not very good), the fresh cheese, the bread choice, the yogurt, the seeds, the pastel de nata, and the coffee machine by the kitchen. You can also make your own fresh orange juice and pancakes, and there is a great selection of milks and breakfast cereal as well as some fruit (no bananas, unfortunately). The pizzas in the restaurant/bar are very good!",10.0,March 2024,"March 31, 2024",Standard Double Room,7,Couple,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138572
Exceptional,,"Rooms are basic, but very clean. Good location, close to subway. They have a really nice small outdoor space for breakfast. Overall, I had a great stay.",10.0,September 2022,"September 8, 2022",Standard Double Room,6,Solo traveler,8,1,0,1,0,0,0,1,0,1,0,0.0015312776154138572
Exceptional,,"Magnificent service, they meet your every request. Delicious breakfast with an incredible variety of food. Very good location, close to underground system. Highly recommendable.",10.0,December 2023,"December 18, 2023",Standard Twin Room,3,Family,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
"Excellent place to stay. The staff are super friendly. Clean, quiet, well equiped.",,"The staff are super friendly, the place is close to restaurants, a supermarket, 5 min walking to metro or bus stations.",10.0,September 2022,"October 1, 2022",Standard Double Room,4,Solo traveler,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
Wonderful,Hotel is a bit far from city centre,"Location is near several metro stations which kept us connected. Hotel was nice and quiet and reception staff were friendly. Restaurant is open 24/7 with limited choices at night, but food and drink provided were good!",9.0,April 2023,"April 24, 2023",Standard Double Room,5,Couple,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
Couple from Poland,,"Staff were very helpful, breakfast delicious (regional products), convinient conection with city center.
Hotel is realy good !!",10.0,April 2023,"April 23, 2023",Standard Double Room,4,Family,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
Exceptional,,"Breakfast, location but mainly helpfulness of stuff. It was outstanding!",10.0,April 2022,"April 2, 2022",Standard Twin Room,1,Family,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
very pleasant and would come back,nothing,"breakfast was great, nice staff, good location (close to the metro station)",9.0,September 2022,"October 3, 2022",Standard Double Room,2,Couple,8,0,0,0,0,1,0,1,0,1,0,0.0015103567409820886
"Had a good stay. Would come back, But only in a room with landscape view.",The room with Street view was too loud. A change To a room with Landscape view was however possible. The Sound in this room was acceptable.,"Good breakfast, everything you Need is available.
Hotel is located close to a metro station (8 Minutes). Staff was friendly and helpful.",8.0,June 2023,"June 9, 2023",Standard Double Room,5,Solo traveler,8,0,1,0,0,1,0,1,0,0,1,0.0015099836278234015
Overall for the two nights was good,"Not enough towels, phone to the reception wasn’t working and missing a mini fridge to storage any fresh water or goods.","How close was to the center, the parking, the breakfast, installation and staff.",7.0,September 2023,"September 24, 2023",Standard Double Room,2,Couple,8,0,0,1,1,1,0,1,0,1,0,0.001503111236963962
"clean, good value place to stay in europe","I would have enjoyed a gym, but that is not what you get for slightly over 100 euro a night in lisbon!","Standard 'small' european room, but was functional.  5 minute walk from subway and grocery store.  Subway line is straight to city centre.  Staff was helpful and always engaging & smiling.",8.0,May 2023,"May 11, 2023",Standard Double Room,4,Couple,8,1,0,0,1,1,0,0,0,0,0,0.001502416547314389
"Excellent location, friendly staff",Being picky - breakfast scrambled eggs were tough and solid!,"Friendliness and helpfulness at check in, cleanliness of room",9.0,May 2023,"May 26, 2023",Standard Double Room,1,Couple,8,1,0,0,0,1,0,0,1,0,0,0.001499235130823121
